"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdp" "tup" "tutd" "tutu"
"1613" NA NA 1 1 1 37 NA NA 0 0
"1614" NA NA NA NA NA 48 NA NA 0 0
"1615" NA NA 2 NA 1 39 NA NA 0 0
"1616" NA NA NA NA NA 33 NA NA 0 0
"1617" NA NA NA NA NA 36 NA NA 0 0
"1618" NA NA 1 NA NA 46 NA NA 0 0
"1619" NA NA NA NA NA 33 NA 1 0 0
"1620" NA NA NA NA NA 41 NA NA 0 0
"1621" 1 NA NA 1 NA 48 NA NA 0 0
"1622" NA NA 1 NA NA 41 NA NA 0 0
"1623" 1 NA NA 1 NA 31 NA NA 0 0
"1624" NA 1 NA NA NA 41 NA NA 0 0
"1625" NA NA NA NA NA 38 NA NA 0 0
"1626" NA NA 1 NA NA 41 1 NA 0 0
"1627" NA NA NA NA NA 40 1 NA 0 0
"1628" NA NA 2 NA 1 52 NA NA 0 0
"1629" NA NA NA NA 1 28 1 NA 0 0
"1630" NA NA NA NA 1 21 NA NA 0 0
"1631" NA NA NA NA NA 42 NA NA 0 0
"1632" NA NA NA NA NA 38 NA NA 0 0
"1633" NA NA NA NA NA 40 NA NA 0 0
"1634" 1 NA NA NA NA 32 NA NA 0 0
"1635" NA NA NA NA NA 39 NA NA 0 0
"1636" NA NA NA NA NA 42 NA NA 0 0
"1637" NA NA 1 NA 1 36 NA NA 0 0
"1638" 1 NA 1 1 1 43 NA NA 0 0
"1639" NA NA 1 NA NA 37 NA NA 0 0
"1640" NA NA 1 NA NA 35 NA NA 0 0
"1641" NA NA NA 1 1 33 NA NA 0 0
"1642" NA NA 1 1 1 43 NA NA 0 0
"1643" NA NA NA NA NA 39 NA NA 0 0
"1644" NA NA 1 NA NA 43 NA NA 0 0
"1645" NA NA NA NA NA 34 NA NA 0 0
"1646" NA NA NA 1 NA 31 NA NA 0 0
"1647" NA NA NA NA NA 40 NA NA 0 0
"1648" NA NA NA 1 NA 54 NA NA 0 0
"1649" NA NA NA NA NA 38 NA NA 0 0
"1650" NA NA 1 NA NA 52 NA NA 0 0
"1651" NA NA NA NA 1 43 NA NA 0 0
"1652" NA NA 1 NA NA 40 NA NA 0 0
"1653" NA NA NA NA NA 43 NA NA 0 0
"1654" NA NA NA NA 1 28 NA NA 0 0
"1655" NA NA NA NA NA 18 NA NA 0 0
"1656" NA NA NA NA NA 33 NA NA 0 0
"1657" NA NA NA 2 NA 33 NA NA 0 0
"1658" NA NA NA NA NA 31 NA NA 0 0
"1659" NA NA NA NA 1 41 NA NA 0 0
"1660" NA NA NA NA NA 29 NA NA 0 0
"1661" NA NA 1 NA NA 49 1 NA 0 0
"1662" NA 1 NA NA NA 33 NA NA 0 0
"1663" NA NA NA NA NA 24 NA NA 0 0
"1664" NA NA 1 1 NA 37 NA NA 0 0
"1665" NA NA NA NA NA 32 NA NA 0 0
"1666" NA NA NA NA NA 35 NA NA 0 0
"1667" NA NA NA 1 NA 33 NA NA 0 0
"1668" NA NA NA NA NA 24 NA NA 0 0
"1669" NA NA NA NA NA 29 1 NA 0 0
"1670" NA NA NA 1 NA 43 NA NA 0 0
"1671" NA NA 1 NA NA 32 NA NA 0 0
"1672" NA NA NA 2 NA 24 1 NA 0 0
"1673" NA NA NA 1 NA 31 NA NA 0 0
"1674" NA NA 2 NA 1 32 NA NA 0 0
"1675" NA NA NA NA NA 43 NA NA 0 0
"1676" NA NA NA 1 NA 39 NA NA 0 0
"1677" NA NA 1 1 NA 37 NA NA 0 0
"1678" NA NA NA NA 1 41 NA NA 0 0
"1679" NA NA NA NA NA 43 NA NA 0 0
"1680" NA NA NA NA NA 34 1 1 0 0
"1681" NA NA 1 NA 1 28 NA NA 0 0
"1682" NA NA NA NA 1 41 NA NA 0 0
"1683" NA NA NA NA 1 50 NA NA 0 0
"1684" NA NA NA NA 1 34 NA NA 0 0
"1685" NA NA 2 NA NA 27 NA NA 0 0
"1686" NA NA NA 1 1 27 NA NA 0 0
"1687" NA NA NA NA NA 41 NA NA 0 0
"1688" NA NA NA NA 1 42 NA NA 0 0
"1689" NA NA NA NA NA 36 NA NA 0 0
"1690" NA 1 NA 1 1 38 NA NA 0 0
"1691" NA NA NA NA 1 31 NA NA 0 0
"1692" NA NA 1 NA NA 24 NA NA 0 0
"1693" NA NA NA 2 NA 31 NA NA 0 0
"1694" NA NA NA NA 1 36 NA NA 0 0
"1695" NA NA NA 1 NA 32 NA NA 0 0
"1696" NA NA NA NA 1 35 NA NA 0 0
"1697" NA NA NA NA NA 41 NA NA 0 0
"1698" NA NA 1 NA 1 37 1 NA 0 0
"1699" NA NA NA NA 1 27 NA NA 0 0
"1700" NA NA NA NA NA 30 2 NA 0 0
"1701" NA NA 1 NA NA 33 NA NA 0 0
"1702" NA NA 2 2 1 51 NA NA 0 0
"1703" NA NA 1 NA NA 38 NA NA 0 0
"1704" NA NA 1 NA 1 39 NA NA 0 0
"1705" NA NA 1 NA 1 38 NA NA 0 0
"1706" NA NA NA NA NA 50 1 NA 0 0
"1707" NA NA 1 NA NA 43 NA NA 0 0
"1708" NA NA 1 NA NA 26 NA NA 0 0
"1709" 1 NA NA NA 1 35 NA NA 0 0
"1710" NA 1 1 NA 1 30 NA NA 0 0
"1711" 1 NA NA 1 NA 32 NA NA 0 0
"1712" NA NA NA 1 NA 38 NA NA 0 0
"1713" NA NA NA NA NA 44 NA NA 0 0
"1714" NA NA NA 1 NA 40 NA NA 0 0
"1715" NA NA NA NA NA 30 NA NA 0 0
"1716" NA NA 1 1 1 23 NA NA 0 0
"1717" NA NA 2 1 NA 26 NA NA 0 0
"1718" NA NA NA NA 1 32 NA NA 0 0
"1719" NA NA NA NA NA 39 1 NA 0 0
"1720" NA NA NA NA 1 24 NA NA 0 0
"1721" NA NA NA 1 1 37 NA 1 0 0
"1722" NA NA NA 1 NA 24 NA NA 0 0
"1723" NA NA NA NA 2 38 NA NA 0 0
"1724" NA NA NA NA 2 28 NA NA 0 0
"1725" NA NA NA NA 1 29 NA NA 0 0
"1726" NA NA 1 NA NA 30 NA NA 0 0
"1727" NA NA NA NA 1 35 NA NA 0 0
"1728" NA NA NA NA 1 40 NA NA 0 0
"1729" NA NA NA NA NA 33 NA NA 0 0
"1730" NA NA 1 NA 1 37 NA NA 0 0
"1731" NA NA NA NA NA 27 NA NA 0 0
"1732" NA NA 2 NA 1 42 NA NA 0 0
"1733" NA NA NA 1 1 41 NA NA 0 0
"1734" NA NA NA NA NA 34 NA NA 0 0
"1735" NA NA 2 NA 1 26 NA NA 0 0
"1736" NA NA 1 NA 1 43 NA NA 0 0
"1737" NA NA NA NA NA 40 NA NA 0 0
"1738" NA NA 1 NA NA 39 NA NA 0 0
"1739" NA NA NA NA NA 28 NA NA 0 0
"1740" NA NA NA NA NA 39 NA NA 0 0
"1741" NA NA NA NA 1 38 NA NA 0 0
"1742" NA NA 1 5 NA 27 NA NA 0 0
"1743" NA NA NA 1 NA 39 NA NA 0 0
"1744" NA NA NA NA 1 33 NA NA 0 0
"1745" NA NA NA NA 1 42 NA NA 0 0
"1746" NA NA NA NA 1 37 NA NA 0 0
"1747" NA NA 1 NA 1 35 NA NA 0 0
"1748" NA NA NA NA 1 37 NA NA 0 0
"1749" NA NA 1 NA 1 41 NA NA 0 0
"1750" NA NA 1 NA NA 24 NA 1 0 0
"1751" NA NA 1 NA NA 27 NA NA 0 0
"1752" NA NA 1 NA 1 26 NA NA 0 0
"1753" NA 1 1 NA 3 35 1 NA 0 0
"1754" NA NA 1 NA 1 41 NA NA 0 0
"1755" NA NA NA NA NA 36 1 1 0 0
"1756" NA NA NA NA NA 31 NA NA 0 0
"1757" 1 1 1 NA NA 33 NA NA 0 0
"1758" NA NA NA NA 1 45 NA NA 0 0
"1759" NA NA 2 2 NA 44 NA NA 0 0
"1760" NA NA 1 NA NA 26 NA NA 0 0
"1761" NA NA NA 1 NA 31 1 NA 0 0
"1762" NA 1 NA NA NA 33 NA NA 0 0
"1763" NA NA NA NA NA 37 NA NA 0 0
"1764" NA NA NA NA NA 27 NA NA 0 0
"1765" NA NA NA NA NA 22 NA NA 0 0
"1766" NA NA NA NA NA 41 NA NA 0 0
"1767" NA NA NA NA NA 29 NA NA 0 0
"1768" NA NA NA NA NA 27 NA NA 0 0
"1769" NA NA NA NA 1 28 NA 1 0 0
"1770" NA NA 1 NA 1 32 NA NA 0 0
"1771" NA NA 1 NA NA 32 NA NA 0 0
"1772" NA NA NA NA 1 35 NA NA 0 0
"1773" NA NA NA NA NA 40 1 NA 0 0
"1774" NA NA 1 NA 1 32 NA NA 0 0
"1775" NA NA NA NA NA 34 NA NA 0 0
"1776" NA NA 1 NA NA 30 NA NA 0 0
"1777" NA NA NA NA 1 32 NA NA 0 0
"1778" NA NA 2 1 2 31 NA NA 0 0
"1779" NA NA 1 NA 1 37 NA NA 0 0
"1780" NA NA 1 NA NA 33 NA NA 0 0
"1781" NA NA 1 NA NA 30 NA NA 0 0
"1782" NA NA NA NA 1 30 NA 1 0 0
"1783" NA NA 1 NA NA 32 NA NA 0 0
"1784" NA NA NA 1 1 27 NA NA 0 0
"1785" NA NA NA 1 NA 36 NA NA 0 0
"1786" NA NA NA NA NA 29 NA NA 0 0
"1787" NA NA NA NA NA 39 NA NA 0 0
"1788" NA NA NA NA 1 36 NA NA 0 0
"1789" 1 1 NA NA NA 34 NA NA 0 0
"1790" NA NA NA NA NA 31 NA NA 0 0
"1791" NA NA 2 1 1 31 NA NA 0 0
"1792" 1 NA 1 NA NA 31 NA 1 0 0
"1793" NA NA NA 1 NA 24 1 NA 0 0
"1794" NA NA 2 NA NA 38 NA NA 0 0
"1795" NA NA NA NA 1 27 NA NA 0 0
"1796" NA NA NA NA NA 21 NA NA 0 0
"1797" NA NA 1 NA 1 32 NA NA 0 0
"1798" NA NA NA 1 1 36 NA NA 0 0
"1799" NA NA NA NA NA 40 NA NA 0 0
"1800" NA NA NA NA 1 35 NA NA 0 0
"1801" NA NA NA NA NA 38 NA NA 0 0
"1802" NA NA NA NA 1 26 NA NA 0 0
"1803" NA NA NA NA NA 32 NA NA 0 0
"1804" NA NA NA NA NA 31 NA NA 0 0
"1805" NA NA NA NA NA 37 1 NA 0 0
"1806" NA NA NA NA NA 33 NA NA 0 0
"1807" NA NA NA NA 1 33 NA NA 0 0
"1808" NA NA NA NA NA 40 NA NA 0 0
"1809" NA NA NA NA NA 39 NA 2 0 0
"1810" NA NA 1 NA NA 26 NA NA 0 0
"1811" NA NA NA NA NA 21 NA NA 0 0
"1812" NA NA NA NA NA 23 NA NA 0 0
"1813" NA NA NA 1 NA 23 NA NA 0 0
"1814" NA NA NA NA NA 28 NA NA 0 0
"1815" NA NA NA NA 1 31 NA NA 0 0
"1816" NA NA NA NA NA 33 NA NA 0 0
"1817" NA NA NA 1 1 27 NA NA 0 0
"1818" NA 1 2 NA NA 63 NA 1 0 0
"1819" NA NA NA NA NA 36 NA NA 0 0
"1820" NA 1 1 NA 1 38 NA NA 0 0
"1821" NA NA NA NA NA 29 NA NA 0 0
"1822" NA NA NA NA NA 43 NA NA 0 0
"1823" NA NA NA 1 NA 42 NA NA 0 0
"1824" NA NA NA NA NA 24 2 NA 0 0
"1825" NA NA NA 1 NA 42 NA NA 0 0
"1826" NA 1 1 NA 1 35 1 NA 0 0
"1827" NA NA NA NA NA 23 NA NA 0 0
"1828" NA NA 1 NA NA 37 1 NA 0 0
"1829" NA NA NA NA NA 43 NA NA 0 0
"1830" NA NA 1 NA 1 23 NA NA 0 0
"1831" NA NA NA NA NA 30 NA NA 0 0
"1832" NA NA NA NA 2 43 NA NA 0 0
"1833" NA NA NA NA NA 46 NA NA 0 0
"1834" NA NA NA 1 NA 36 NA NA 0 0
"1835" NA NA NA NA 1 46 NA NA 0 0
"1836" NA NA 1 NA NA 43 NA NA 0 0
"1837" NA NA NA NA NA 32 NA NA 0 0
"1838" NA 1 1 NA NA 26 NA NA 0 0
"1839" NA 1 NA NA NA 35 NA NA 0 0
"1840" NA NA NA NA NA 36 NA NA 0 0
"1841" NA NA NA 1 1 31 NA NA 0 0
"1842" NA NA 1 NA NA 37 NA NA 0 0
"1843" NA NA 1 NA 1 27 NA NA 0 0
"1844" NA NA NA NA NA 38 NA NA 0 0
"1845" NA NA NA NA NA 32 NA NA 0 0
"1846" NA 2 1 1 NA 30 NA NA 0 0
"1847" NA NA 1 NA NA 27 NA NA 0 0
"1848" NA NA NA NA 1 50 NA NA 0 0
"1849" NA NA NA NA NA 31 NA NA 0 0
"1850" NA NA NA NA NA 32 NA NA 0 0
"1851" NA NA NA NA NA 39 NA NA 0 0
"1852" NA NA NA NA NA 50 NA NA 0 0
"1853" NA NA NA 1 1 45 NA NA 0 0
"1854" NA 1 NA NA NA 29 NA NA 0 0
"1855" NA NA 1 NA NA 28 NA NA 0 0
"1856" NA 1 NA NA 1 40 NA NA 0 0
"1857" NA NA NA NA 1 33 NA NA 0 0
"1858" NA NA NA 1 NA 18 NA NA 0 0
"1859" NA NA 1 NA 1 43 NA NA 0 0
"1860" NA NA NA NA NA 34 NA NA 0 0
"1861" NA NA NA NA NA 35 1 NA 0 0
"1862" NA NA 1 NA NA 40 NA NA 0 0
"1863" NA NA NA NA NA 32 NA NA 0 0
"1864" NA NA 1 NA 1 32 NA NA 0 0
"1865" NA NA NA NA NA 33 NA NA 0 0
"1866" NA NA NA NA NA 26 NA NA 0 0
"1867" NA NA NA NA NA 36 NA NA 0 0
"1868" 1 NA NA NA NA 36 NA NA 0 0
"1869" NA NA 2 NA NA 29 NA NA 0 0
"1870" NA NA NA NA NA 32 NA NA 0 0
"1871" NA NA NA NA NA 36 1 1 0 0
"1872" NA NA NA NA NA 37 NA NA 0 0
"1873" NA NA 1 NA 1 34 NA NA 0 0
"1874" NA NA 2 NA NA 37 NA NA 0 0
"1875" NA NA NA NA 1 42 NA NA 0 0
"1876" NA NA NA NA 1 27 1 NA 0 0
"1877" NA NA 1 3 3 54 3 NA 0 0
"1878" NA NA 3 NA 3 33 NA NA 0 0
"1879" NA NA NA NA NA 37 NA NA 0 0
"1880" NA NA NA 1 1 31 NA 1 0 0
"1881" NA NA NA NA NA 45 NA NA 0 0
"1882" NA NA NA 1 NA 31 NA NA 0 0
"1883" NA NA 1 1 1 35 NA NA 0 0
"1884" NA 1 1 NA NA 23 NA NA 0 0
"1885" NA NA 2 NA 4 34 NA NA 0 0
"1886" NA NA NA NA NA 35 NA NA 0 0
"1887" NA NA 1 NA NA 35 NA NA 0 0
"1888" NA NA 1 NA 1 32 NA 1 0 0
"1889" NA NA NA NA NA 43 NA NA 0 0
"1890" NA NA NA NA NA 31 NA NA 0 0
"1891" NA NA NA NA NA 32 NA NA 0 0
"1892" NA NA 1 NA 1 50 NA NA 0 0
"1893" NA NA NA NA NA 28 NA NA 0 0
"1894" NA NA 2 NA NA 29 NA NA 0 0
"1895" NA NA NA NA 1 29 1 NA 0 0
"1896" NA NA 1 NA NA 38 NA NA 0 0
"1897" NA NA NA NA 1 26 NA NA 0 0
"1898" NA NA 1 2 NA 26 1 NA 0 0
"1899" NA NA NA NA NA 31 NA NA 0 0
"1900" NA NA NA NA NA 54 NA NA 0 0
"1901" NA NA NA NA NA 56 1 NA 0 NA
"1902" NA NA NA NA NA 59 NA NA 0 NA
"1903" NA NA NA 1 NA 53 NA NA 0 NA
"1904" NA NA NA NA 1 58 NA NA 0 NA
"1905" NA NA NA NA NA 31 NA NA 0 NA
"1906" NA 1 NA 1 NA 31 NA NA 0 NA
"1907" NA NA NA NA NA 40 NA NA 0 NA
"1908" NA NA NA 1 NA 31 NA NA 0 NA
"1909" NA NA NA NA NA 37 NA NA 0 NA
"1910" NA NA NA NA NA 28 NA NA 0 NA
"1911" NA NA NA NA NA 36 NA NA 0 NA
"1912" NA NA NA NA NA 21 NA NA 0 NA
"1913" NA NA NA NA NA 42 NA NA 0 NA
"1914" NA NA NA 1 NA 45 NA NA 0 NA
"1915" NA NA 1 NA NA 29 NA NA 0 NA
"1916" NA NA NA NA 2 42 NA NA 0 NA
"1917" NA NA 2 NA 2 36 NA NA 0 NA
"1918" NA NA 1 NA NA 29 NA NA 0 NA
"1919" NA 1 NA NA NA 25 NA NA 0 NA
"1920" NA NA NA NA 1 37 NA NA 0 NA
"1921" NA NA 1 1 NA 38 NA NA 0 NA
"1922" NA 1 NA NA NA 26 NA NA 0 NA
"1923" NA NA 1 NA NA 34 NA NA 0 NA
"1924" NA NA 1 NA 1 36 NA NA 0 NA
"1925" NA NA NA NA 1 35 NA NA 0 NA
"1926" NA NA NA NA 2 30 NA NA 0 NA
"1927" NA NA NA NA NA 34 NA NA 0 NA
"1928" NA NA 1 NA NA 42 NA NA 0 NA
"1929" NA NA NA NA NA 28 NA NA 0 NA
"1930" NA NA 1 NA 1 34 NA NA 0 NA
"1931" NA NA NA NA NA 32 NA NA 0 NA
"1932" NA NA NA NA NA 44 NA NA 0 NA
"1933" NA NA NA NA NA 50 NA NA 0 NA
"1934" NA NA NA NA NA 26 NA NA 0 NA
"1935" 1 NA NA 1 NA 36 1 NA 0 NA
"1936" NA NA NA NA 1 30 NA NA 0 NA
"1937" NA NA NA NA NA 33 NA NA 0 NA
"1938" NA NA 1 NA 1 40 NA NA 0 NA
"1939" NA NA NA NA 1 34 NA NA 0 NA
"1940" NA NA NA NA NA 28 NA NA 0 NA
"1941" NA NA NA 1 NA 34 NA NA 0 NA
"1942" NA NA 1 NA 1 30 NA NA 0 NA
"1943" NA NA NA NA NA 30 NA NA 0 NA
"1944" NA NA NA NA NA 42 NA NA 0 NA
"1945" NA NA NA NA 1 41 NA NA 0 NA
"1946" NA NA 2 NA 1 29 NA NA 0 NA
"1947" NA NA NA NA NA 42 NA NA 0 NA
"1948" NA NA 1 NA 1 47 NA NA 0 NA
"1949" 1 1 NA NA 1 39 NA NA 0 NA
"1950" NA NA 1 NA NA 36 NA NA 0 NA
"1951" NA NA NA NA NA 23 NA NA 0 NA
"1952" NA NA NA NA 2 33 NA NA 0 NA
"1953" NA 1 NA NA NA 38 NA NA 0 NA
"1954" NA NA 1 NA 1 35 NA NA 0 NA
"1955" NA NA 1 2 NA 32 NA NA 0 NA
"1956" NA NA NA 1 NA 31 NA NA 0 NA
"1957" NA NA 1 NA NA 46 NA NA 0 NA
"1958" NA NA NA NA 1 35 1 NA 0 NA
"1959" NA NA 1 NA NA 40 NA NA 0 NA
"1960" NA NA NA NA 2 35 1 NA 0 NA
"1961" NA 1 NA NA NA 29 NA NA 0 NA
"1962" NA NA NA NA NA 48 NA NA 0 NA
"1963" NA NA NA NA NA 38 NA NA 0 NA
"1964" NA NA NA NA NA 42 NA NA 0 NA
"1965" NA NA NA NA NA 21 NA NA 0 NA
"1966" NA NA 1 NA 1 33 NA NA 0 NA
"1967" NA NA NA NA NA 33 NA NA 0 NA
"1968" 1 NA 1 NA 1 51 NA NA 0 NA
"1969" NA NA NA NA NA 33 NA NA 0 NA
"1970" NA NA 1 NA NA 38 NA NA 0 NA
"1971" NA NA NA NA NA 28 1 NA 0 NA
"1972" NA NA 1 NA 1 35 NA NA 0 NA
"1973" NA NA 2 NA NA 36 NA NA 0 NA
"1974" NA NA NA 1 NA 38 NA NA 0 NA
"1975" 1 NA NA NA NA 22 NA NA 0 NA
"1976" NA 1 NA NA NA 21 NA NA 0 NA
"1977" NA NA NA NA 1 31 NA NA 0 NA
"1978" NA NA 1 NA NA 34 NA NA 0 NA
"1979" NA 1 NA NA NA 29 NA NA 0 NA
"1980" NA NA NA NA NA 41 NA 1 0 1
"1981" NA NA 1 NA 1 41 NA NA 0 NA
"1982" NA NA 1 1 1 28 1 NA 0 NA
"1983" NA NA 1 NA 1 31 NA NA 0 NA
"1984" NA NA NA NA 1 40 NA NA 0 NA
"1985" NA NA NA NA NA 24 NA NA 0 NA
"1986" NA NA 1 NA 1 43 NA NA 0 NA
"1987" NA NA NA NA NA 44 NA NA 0 NA
"1988" NA NA NA NA NA 29 NA NA 0 NA
"1989" NA NA NA NA NA 26 NA NA 0 NA
"1990" NA NA NA NA NA 23 NA NA 0 NA
"1991" NA NA NA NA NA 31 NA NA 0 NA
"1992" NA NA NA NA NA 36 NA NA 0 NA
"1993" NA NA NA NA NA 49 NA NA 0 NA
"1994" NA NA NA NA NA 28 NA NA 0 NA
"1995" NA NA NA NA NA 33 NA NA 0 NA
"1996" NA NA NA NA NA 32 NA NA 0 NA
"1997" NA NA NA NA NA 46 NA NA 0 NA
"1998" NA NA 2 NA NA 36 NA NA 0 NA
"1999" NA 1 NA NA NA 41 NA NA 0 NA
"2000" NA NA NA 1 NA 32 NA NA 0 NA
