oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	go_BP_count	go_BP_intersect_abc
14818	YOR310C	YDR087C	YPL093W	p	p	1	rRNA processing
14819	YOR310C	YHR034C	YPL146C	p	p	1	rRNA processing
14820	YOR310C	YLR197W	YDL014W	p	p	1	rRNA processing
14821	YOR310C	YLR197W	YEL026W	p	p	1	rRNA processing
14822	YOR310C	YLR197W	YJL010C	p	p	1	rRNA processing
14823	YOR310C	YLR197W	YOR078W	p	p	1	rRNA processing
14824	YOR310C	YLR276C	YMR229C	p	p	1	rRNA processing
14825	YOR310C	YMR229C	YDL014W	p	p	1	rRNA processing
14826	YOR310C	YMR229C	YGL120C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14827	YOR310C	YMR229C	YJL010C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14828	YOR310C	YMR229C	YJL109C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14829	YOR310C	YMR229C	YJR002W	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14830	YOR310C	YMR229C	YLL011W	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14831	YOR310C	YMR229C	YMR290C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14832	YOR310C	YMR229C	YOR078W	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14833	YOR310C	YMR229C	YPL126W	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14834	YOR310C	YMR229C	YPL217C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14835	YOR310C	YMR229C	YPR137W	p	p	1	rRNA processing
14836	YOR310C	YMR290C	YCR057C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14837	YOR310C	YMR290C	YMR229C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14838	YOR310C	YMR290C	YPL093W	p	p	1	rRNA processing
14839	YOR310C	YNL061W	YKL014C	p	p	1	rRNA processing
14840	YOR310C	YNL061W	YMR229C	p	p	1	rRNA processing
14841	YOR310C	YNL061W	YPL093W	p	p	1	rRNA processing
14842	YOR310C	YOL041C	YMR229C	p	p	1	rRNA processing
14843	YOR310C	YOR078W	YCR057C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14844	YOR310C	YOR078W	YDR324C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14845	YOR310C	YOR078W	YER082C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14846	YOR310C	YOR078W	YGR128C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14847	YOR310C	YOR078W	YHR148W	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14848	YOR310C	YOR078W	YJL109C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14849	YOR310C	YOR078W	YJR002W	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14850	YOR310C	YOR078W	YLR197W	p	p	1	rRNA processing
14851	YOR310C	YOR078W	YLR222C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14852	YOR310C	YOR078W	YMR093W	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14853	YOR310C	YOR078W	YMR229C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14854	YOR310C	YOR078W	YPL126W	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14855	YOR310C	YOR078W	YPL217C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
14856	YOR310C	YOR078W	YPR137W	p	p	1	rRNA processing
14857	YOR319W	YBR119W	YPL213W	p	p	2	RNA splicing; mRNA processing
14858	YOR319W	YDL087C	YPL213W	p	p	2	RNA splicing; mRNA processing
14859	YOR319W	YDR416W	YPL213W	p	p	2	RNA splicing; mRNA processing
14860	YOR319W	YIR005W	YMR240C	p	p	2	RNA splicing; mRNA processing
14861	YOR319W	YJR050W	YPL213W	p	p	2	RNA splicing; mRNA processing
14862	YOR319W	YLR117C	YML049C	p	p	2	RNA splicing; mRNA processing
14863	YOR319W	YLR117C	YMR240C	p	p	2	RNA splicing; mRNA processing
14864	YOR319W	YLR117C	YPL213W	p	p	2	RNA splicing; mRNA processing
14865	YOR319W	YMR240C	YML049C	p	p	2	RNA splicing; mRNA processing
14866	YOR319W	YMR240C	YPL213W	p	p	2	RNA splicing; mRNA processing
14867	YOR326W	YAR014C	YJL187C	ku	ku	1	cytoskeleton organization
14868	YOR326W	YAR014C	YJL187C	ku	p	1	cytoskeleton organization
14869	YOR326W	YBR102C	YGL233W	p	p	1	exocytosis
14870	YOR326W	YBR102C	YPR032W	p	p	1	exocytosis
14871	YOR326W	YBR109C	YGL106W	p	p	1	cytoskeleton organization
14872	YOR326W	YBR109C	YOR035C	p	p	1	cytoskeleton organization
14873	YOR326W	YCL029C	YKR054C	p	p	2	cytoskeleton organization; mitotic cell cycle
14874	YOR326W	YCL029C	YPL269W	p	p	2	cytoskeleton organization; mitotic cell cycle
14875	YOR326W	YDR150W	YKR054C	p	p	1	cytoskeleton organization
14876	YOR326W	YDR150W	YPL269W	p	p	1	cytoskeleton organization
14877	YOR326W	YGR229C	YFL039C	p	p	1	mitotic cell cycle
14878	YOR326W	YHR030C	YLL021W	p	kd	2	cytokinesis; mitotic cell cycle
14879	YOR326W	YHR030C	YLL021W	p	p	2	cytokinesis; mitotic cell cycle
14880	YOR326W	YKL048C	YJL187C	ku	kd	2	cytoskeleton organization; mitotic cell cycle
14881	YOR326W	YKL048C	YJL187C	ku	ku	2	cytoskeleton organization; mitotic cell cycle
14882	YOR326W	YLR319C	YFL039C	p	p	4	cell budding; cytokinesis; cytoskeleton organization; mitotic cell cycle
14883	YOR326W	YLR319C	YLL021W	p	p	4	cell budding; cytokinesis; cytoskeleton organization; mitotic cell cycle
14884	YOR326W	YNL079C	YBR109C	p	p	3	cell budding; cytoskeleton organization; vacuole organization
14885	YOR326W	YNL079C	YFL039C	p	p	6	cell budding; cytoskeleton organization; exocytosis; mitochondrion organization; organelle inheritance; vacuole organization
14886	YOR326W	YNL298W	YJL187C	ku	kd	2	cytoskeleton organization; mitotic cell cycle
14887	YOR326W	YNL298W	YJL187C	ku	ku	2	cytoskeleton organization; mitotic cell cycle
14888	YOR326W	YNL298W	YJL187C	ku	p	2	cytoskeleton organization; mitotic cell cycle
14889	YOR326W	YOR035C	YBR109C	p	p	1	cytoskeleton organization
14890	YOR327C	YAL030W	YDR468C	p	p	4	endocytosis; membrane fusion; organelle fusion; vesicle organization
14891	YOR327C	YAL030W	YGR009C	p	p	4	exocytosis; membrane fusion; organelle fusion; vesicle organization
14892	YOR327C	YAL030W	YMR183C	p	p	4	Golgi vesicle transport; membrane fusion; organelle fusion; vesicle organization
14893	YOR327C	YAL030W	YNR049C	p	p	2	exocytosis; membrane fusion
14894	YOR327C	YAL030W	YPL232W	p	p	3	membrane fusion; organelle fusion; vesicle organization
14895	YOR327C	YDR164C	YGR009C	p	p	4	exocytosis; membrane fusion; organelle fusion; vesicle organization
14896	YOR327C	YDR164C	YMR183C	p	p	3	membrane fusion; organelle fusion; vesicle organization
14897	YOR327C	YDR164C	YNR049C	p	p	2	exocytosis; membrane fusion
14898	YOR327C	YDR164C	YPL232W	p	p	3	membrane fusion; organelle fusion; vesicle organization
14899	YOR327C	YDR468C	YGR009C	p	p	3	membrane fusion; organelle fusion; vesicle organization
14900	YOR327C	YDR468C	YLR026C	p	p	3	membrane fusion; organelle fusion; vesicle organization
14901	YOR327C	YDR468C	YMR197C	p	p	3	membrane fusion; organelle fusion; vesicle organization
14902	YOR327C	YDR468C	YOL018C	p	p	4	endocytosis; membrane fusion; organelle fusion; vesicle organization
14903	YOR327C	YFL005W	YGR009C	p	p	4	exocytosis; membrane fusion; organelle fusion; vesicle organization
14904	YOR327C	YFL005W	YNR049C	p	p	2	exocytosis; membrane fusion
14905	YOR327C	YHR098C	YLR026C	p	p	2	Golgi vesicle transport; vesicle organization
14906	YOR327C	YKR020W	YDR468C	p	p	1	vesicle organization
14907	YOR327C	YLR026C	YDR468C	p	p	3	membrane fusion; organelle fusion; vesicle organization
14908	YOR327C	YLR026C	YMR197C	p	p	4	Golgi vesicle transport; membrane fusion; organelle fusion; vesicle organization
14909	YOR327C	YLR166C	YDR164C	p	p	1	exocytosis
14910	YOR327C	YMR183C	YDR164C	p	p	3	membrane fusion; organelle fusion; vesicle organization
14911	YOR327C	YMR183C	YGR009C	p	p	3	membrane fusion; organelle fusion; vesicle organization
14912	YOR327C	YMR183C	YNR049C	p	p	1	membrane fusion
14913	YOR327C	YMR183C	YPL232W	p	p	3	membrane fusion; organelle fusion; vesicle organization
14914	YOR327C	YNR049C	YDR164C	p	p	2	exocytosis; membrane fusion
14915	YOR327C	YNR049C	YGR009C	p	p	2	exocytosis; membrane fusion
14916	YOR327C	YNR049C	YMR183C	p	p	1	membrane fusion
14917	YOR327C	YNR049C	YPL232W	p	p	1	membrane fusion
14918	YOR327C	YOL018C	YDR468C	p	p	4	endocytosis; membrane fusion; organelle fusion; vesicle organization
14919	YOR327C	YOL018C	YMR197C	p	p	4	Golgi vesicle transport; membrane fusion; organelle fusion; vesicle organization
14920	YOR329C	YBL047C	YBR059C	ku	ku	1	endocytosis
14921	YOR329C	YBL047C	YBR059C	ku	p	1	endocytosis
14922	YOR329C	YBL047C	YBR059C	p	ku	1	endocytosis
14923	YOR329C	YBL047C	YBR059C	p	p	1	endocytosis
14924	YOR329C	YBL047C	YIL095W	ku	ku	1	endocytosis
14925	YOR329C	YBL047C	YIL095W	p	ku	1	endocytosis
14926	YOR335C	YLR069C	YER125W	p	p	1	mitochondrion organization
14927	YOR340C	YDR156W	YJR063W	p	p	1	transcription from RNA polymerase I promoter
14928	YOR340C	YDR156W	YOR341W	p	p	1	transcription from RNA polymerase I promoter
14929	YOR340C	YJL148W	YJR063W	p	p	1	transcription from RNA polymerase I promoter
14930	YOR340C	YJL148W	YNL248C	p	p	1	transcription from RNA polymerase I promoter
14931	YOR340C	YJL148W	YOR341W	p	p	1	transcription from RNA polymerase I promoter
14932	YOR340C	YKL139W	YOR341W	p	kd	1	transcription from RNA polymerase I promoter
14933	YOR341W	YBR049C	YDR156W	p	td	1	transcription from RNA polymerase I promoter
14934	YOR341W	YBR049C	YJL148W	p	td	1	transcription from RNA polymerase I promoter
14935	YOR341W	YBR049C	YNL113W	p	td	1	transcription from RNA polymerase I promoter
14936	YOR341W	YBR049C	YNL248C	p	td	1	transcription from RNA polymerase I promoter
14937	YOR341W	YBR154C	YHR143W-A	p	p	1	transcription from RNA polymerase I promoter
14938	YOR341W	YBR154C	YJR063W	p	p	1	transcription from RNA polymerase I promoter
14939	YOR341W	YBR154C	YML010W	p	p	1	transcription from RNA polymerase I promoter
14940	YOR341W	YBR154C	YOR224C	p	p	1	transcription from RNA polymerase I promoter
14941	YOR341W	YBR154C	YOR340C	p	p	1	transcription from RNA polymerase I promoter
14942	YOR341W	YBR154C	YPR010C	p	p	1	transcription from RNA polymerase I promoter
14943	YOR341W	YBR154C	YPR187W	p	p	1	transcription from RNA polymerase I promoter
14944	YOR341W	YDR156W	YJR063W	p	p	1	transcription from RNA polymerase I promoter
14945	YOR341W	YDR156W	YOR340C	p	p	1	transcription from RNA polymerase I promoter
14946	YOR341W	YJL148W	YJR063W	p	p	1	transcription from RNA polymerase I promoter
14947	YOR341W	YJL148W	YNL248C	p	p	1	transcription from RNA polymerase I promoter
14948	YOR341W	YJL148W	YOR340C	p	p	1	transcription from RNA polymerase I promoter
14949	YOR341W	YNL113W	YJR063W	p	p	1	transcription from RNA polymerase I promoter
14950	YOR341W	YNL113W	YOR340C	p	p	1	transcription from RNA polymerase I promoter
14951	YOR341W	YNL113W	YPR010C	p	p	1	transcription from RNA polymerase I promoter
14952	YOR341W	YNL113W	YPR110C	p	p	1	transcription from RNA polymerase I promoter
14953	YOR344C	YJR060W	YCL040W	td	td	1	carbohydrate metabolic process
14954	YOR344C	YJR060W	YJL052W	td	td	1	carbohydrate metabolic process
14955	YOR344C	YNL199C	YAL038W	td	td	5	carbohydrate metabolic process; cofactor metabolic process; generation of precursor metabolites and energy; monocarboxylic acid metabolic process; nucleobase-containing small molecule metabolic process
14956	YOR344C	YNL199C	YGR192C	td	td	5	carbohydrate metabolic process; cofactor metabolic process; generation of precursor metabolites and energy; monocarboxylic acid metabolic process; nucleobase-containing small molecule metabolic process
14957	YOR344C	YNL199C	YJR009C	td	td	5	carbohydrate metabolic process; cofactor metabolic process; generation of precursor metabolites and energy; monocarboxylic acid metabolic process; nucleobase-containing small molecule metabolic process
14958	YOR344C	YNL199C	YKL060C	td	td	5	carbohydrate metabolic process; cofactor metabolic process; generation of precursor metabolites and energy; monocarboxylic acid metabolic process; nucleobase-containing small molecule metabolic process
14959	YOR346W	YDR092W	YLR032W	p	p	2	DNA repair; cellular response to DNA damage stimulus
14960	YOR351C	YOL004W	YDR207C	tu	p	1	meiotic cell cycle
14961	YOR354C	YNL196C	YDR207C	tu	tu	2	meiotic cell cycle; organelle fission
14962	YOR354C	YOL004W	YDR207C	tu	p	1	meiotic cell cycle
14963	YOR358W	YDR529C	YKL109W	p	tu	2	cellular respiration; generation of precursor metabolites and energy
14964	YOR361C	YBR079C	YAL035W	p	p	2	cytoplasmic translation; translational initiation
14965	YOR361C	YBR079C	YDR429C	p	p	2	cytoplasmic translation; translational initiation
14966	YOR361C	YBR079C	YER025W	p	p	1	translational initiation
14967	YOR361C	YBR079C	YER165W	p	p	1	translational initiation
14968	YOR361C	YBR079C	YLR192C	p	p	1	cytoplasmic translation
14969	YOR361C	YBR079C	YMR146C	p	p	2	cytoplasmic translation; translational initiation
14970	YOR361C	YBR079C	YMR309C	p	p	1	translational initiation
14971	YOR361C	YBR079C	YNL244C	p	p	1	translational initiation
14972	YOR361C	YBR079C	YPL237W	p	p	1	translational initiation
14973	YOR361C	YBR079C	YPR041W	p	p	2	cytoplasmic translation; translational initiation
14974	YOR361C	YER025W	YAL035W	p	p	1	translational initiation
14975	YOR361C	YER025W	YBR079C	p	p	1	translational initiation
14976	YOR361C	YER025W	YDR429C	p	p	1	translational initiation
14977	YOR361C	YER025W	YPL237W	p	p	1	translational initiation
14978	YOR361C	YER025W	YPR041W	p	p	1	translational initiation
14979	YOR361C	YJL138C	YGR162W	p	p	1	translational initiation
14980	YOR361C	YKR059W	YGR162W	p	p	1	translational initiation
14981	YOR361C	YMR260C	YAL035W	p	p	2	cytoplasmic translation; translational initiation
14982	YOR361C	YMR260C	YBR079C	p	p	2	cytoplasmic translation; translational initiation
14983	YOR362C	YBL041W	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
14984	YOR362C	YBL041W	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
14985	YOR362C	YBL041W	YFR004W	p	p	1	proteolysis involved in cellular protein catabolic process
14986	YOR362C	YBL041W	YFR050C	p	p	1	proteolysis involved in cellular protein catabolic process
14987	YOR362C	YBL041W	YGR253C	p	p	1	proteolysis involved in cellular protein catabolic process
14988	YOR362C	YBL041W	YMR314W	p	p	1	proteolysis involved in cellular protein catabolic process
14989	YOR362C	YBL041W	YOR157C	p	p	1	proteolysis involved in cellular protein catabolic process
14990	YOR362C	YBL041W	YPR103W	p	p	1	proteolysis involved in cellular protein catabolic process
14991	YOR362C	YBR173C	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
14992	YOR362C	YBR173C	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
14993	YOR362C	YBR173C	YGL011C	p	p	1	proteolysis involved in cellular protein catabolic process
14994	YOR362C	YBR173C	YGR135W	p	p	1	proteolysis involved in cellular protein catabolic process
14995	YOR362C	YBR173C	YGR253C	p	p	1	proteolysis involved in cellular protein catabolic process
14996	YOR362C	YBR173C	YML092C	p	p	1	proteolysis involved in cellular protein catabolic process
14997	YOR362C	YBR173C	YMR314W	p	p	1	proteolysis involved in cellular protein catabolic process
14998	YOR362C	YBR173C	YOL038W	p	p	1	proteolysis involved in cellular protein catabolic process
14999	YOR362C	YBR173C	YOR157C	p	p	1	proteolysis involved in cellular protein catabolic process
15000	YOR362C	YBR173C	YPR103W	p	p	1	proteolysis involved in cellular protein catabolic process
15001	YOR362C	YDL020C	YBR173C	p	td	1	proteolysis involved in cellular protein catabolic process
15002	YOR362C	YDL020C	YER012W	p	td	1	proteolysis involved in cellular protein catabolic process
15003	YOR362C	YDL020C	YFR004W	p	td	1	proteolysis involved in cellular protein catabolic process
15004	YOR362C	YDL020C	YFR050C	p	td	1	proteolysis involved in cellular protein catabolic process
15005	YOR362C	YDL020C	YGL011C	p	td	1	proteolysis involved in cellular protein catabolic process
15006	YOR362C	YDL020C	YGR135W	p	td	1	proteolysis involved in cellular protein catabolic process
15007	YOR362C	YDL020C	YGR253C	p	td	1	proteolysis involved in cellular protein catabolic process
15008	YOR362C	YDL020C	YHR027C	p	td	1	proteolysis involved in cellular protein catabolic process
15009	YOR362C	YDL020C	YJL001W	p	td	1	proteolysis involved in cellular protein catabolic process
15010	YOR362C	YDL020C	YML092C	p	td	1	proteolysis involved in cellular protein catabolic process
15011	YOR362C	YDL020C	YMR314W	p	td	1	proteolysis involved in cellular protein catabolic process
15012	YOR362C	YDL020C	YOL038W	p	td	1	proteolysis involved in cellular protein catabolic process
15013	YOR362C	YDL097C	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15014	YOR362C	YDL097C	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
15015	YOR362C	YDL097C	YFR004W	p	p	1	proteolysis involved in cellular protein catabolic process
15016	YOR362C	YDL097C	YHR027C	p	p	1	proteolysis involved in cellular protein catabolic process
15017	YOR362C	YDL147W	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15018	YOR362C	YDL147W	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
15019	YOR362C	YDL147W	YFL007W	p	p	1	proteolysis involved in cellular protein catabolic process
15020	YOR362C	YDL147W	YFR004W	p	p	1	proteolysis involved in cellular protein catabolic process
15021	YOR362C	YDL147W	YGL011C	p	p	1	proteolysis involved in cellular protein catabolic process
15022	YOR362C	YDL147W	YHR027C	p	p	1	proteolysis involved in cellular protein catabolic process
15023	YOR362C	YDL147W	YJL001W	p	p	1	proteolysis involved in cellular protein catabolic process
15024	YOR362C	YDL147W	YMR314W	p	p	1	proteolysis involved in cellular protein catabolic process
15025	YOR362C	YDL147W	YOL038W	p	p	1	proteolysis involved in cellular protein catabolic process
15026	YOR362C	YDL147W	YPR103W	p	p	1	proteolysis involved in cellular protein catabolic process
15027	YOR362C	YDR427W	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15028	YOR362C	YDR427W	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
15029	YOR362C	YDR427W	YFR004W	p	p	1	proteolysis involved in cellular protein catabolic process
15030	YOR362C	YDR427W	YHR027C	p	p	1	proteolysis involved in cellular protein catabolic process
15031	YOR362C	YER012W	YBR173C	p	p	1	proteolysis involved in cellular protein catabolic process
15032	YOR362C	YER012W	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15033	YOR362C	YER012W	YFL007W	p	p	1	proteolysis involved in cellular protein catabolic process
15034	YOR362C	YER012W	YFR004W	p	p	1	proteolysis involved in cellular protein catabolic process
15035	YOR362C	YER012W	YFR050C	p	p	1	proteolysis involved in cellular protein catabolic process
15036	YOR362C	YER012W	YGL011C	p	p	1	proteolysis involved in cellular protein catabolic process
15037	YOR362C	YER012W	YGR135W	p	p	1	proteolysis involved in cellular protein catabolic process
15038	YOR362C	YER012W	YGR253C	p	p	1	proteolysis involved in cellular protein catabolic process
15039	YOR362C	YER012W	YHR027C	p	p	1	proteolysis involved in cellular protein catabolic process
15040	YOR362C	YER012W	YJL001W	p	p	1	proteolysis involved in cellular protein catabolic process
15041	YOR362C	YER012W	YML092C	p	p	1	proteolysis involved in cellular protein catabolic process
15042	YOR362C	YER012W	YMR314W	p	p	1	proteolysis involved in cellular protein catabolic process
15043	YOR362C	YER012W	YOL038W	p	p	1	proteolysis involved in cellular protein catabolic process
15044	YOR362C	YER012W	YOR157C	p	p	1	proteolysis involved in cellular protein catabolic process
15045	YOR362C	YER012W	YPR103W	p	p	1	proteolysis involved in cellular protein catabolic process
15046	YOR362C	YER094C	YBR173C	p	p	1	proteolysis involved in cellular protein catabolic process
15047	YOR362C	YER094C	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15048	YOR362C	YER094C	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
15049	YOR362C	YER094C	YFR004W	p	p	1	proteolysis involved in cellular protein catabolic process
15050	YOR362C	YER094C	YFR050C	p	p	1	proteolysis involved in cellular protein catabolic process
15051	YOR362C	YER094C	YGR135W	p	p	1	proteolysis involved in cellular protein catabolic process
15052	YOR362C	YER094C	YJL001W	p	p	1	proteolysis involved in cellular protein catabolic process
15053	YOR362C	YER094C	YML092C	p	p	1	proteolysis involved in cellular protein catabolic process
15054	YOR362C	YER094C	YOR157C	p	p	1	proteolysis involved in cellular protein catabolic process
15055	YOR362C	YER094C	YPR103W	p	p	1	proteolysis involved in cellular protein catabolic process
15056	YOR362C	YFL007W	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
15057	YOR362C	YFL007W	YFR004W	p	p	1	proteolysis involved in cellular protein catabolic process
15058	YOR362C	YFL007W	YGL011C	p	p	1	proteolysis involved in cellular protein catabolic process
15059	YOR362C	YFL007W	YJL001W	p	p	1	proteolysis involved in cellular protein catabolic process
15060	YOR362C	YFL007W	YML092C	p	p	1	proteolysis involved in cellular protein catabolic process
15061	YOR362C	YFL007W	YOL038W	p	p	1	proteolysis involved in cellular protein catabolic process
15062	YOR362C	YFL007W	YPR103W	p	p	1	proteolysis involved in cellular protein catabolic process
15063	YOR362C	YFR004W	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15064	YOR362C	YFR004W	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
15065	YOR362C	YFR004W	YFL007W	p	p	1	proteolysis involved in cellular protein catabolic process
15066	YOR362C	YFR004W	YFR050C	p	p	1	proteolysis involved in cellular protein catabolic process
15067	YOR362C	YFR004W	YGL011C	p	p	1	proteolysis involved in cellular protein catabolic process
15068	YOR362C	YFR004W	YGR135W	p	p	1	proteolysis involved in cellular protein catabolic process
15069	YOR362C	YFR004W	YGR253C	p	p	1	proteolysis involved in cellular protein catabolic process
15070	YOR362C	YFR004W	YHR027C	p	p	1	proteolysis involved in cellular protein catabolic process
15071	YOR362C	YFR004W	YJL001W	p	p	1	proteolysis involved in cellular protein catabolic process
15072	YOR362C	YFR004W	YML092C	p	p	1	proteolysis involved in cellular protein catabolic process
15073	YOR362C	YFR004W	YMR314W	p	p	1	proteolysis involved in cellular protein catabolic process
15074	YOR362C	YFR004W	YOL038W	p	p	1	proteolysis involved in cellular protein catabolic process
15075	YOR362C	YFR004W	YOR157C	p	p	1	proteolysis involved in cellular protein catabolic process
15076	YOR362C	YFR004W	YPR103W	p	p	1	proteolysis involved in cellular protein catabolic process
15077	YOR362C	YFR050C	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15078	YOR362C	YFR050C	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
15079	YOR362C	YFR050C	YFR004W	p	p	1	proteolysis involved in cellular protein catabolic process
15080	YOR362C	YFR050C	YGL011C	p	p	1	proteolysis involved in cellular protein catabolic process
15081	YOR362C	YFR050C	YJL001W	p	p	1	proteolysis involved in cellular protein catabolic process
15082	YOR362C	YFR050C	YMR314W	p	p	1	proteolysis involved in cellular protein catabolic process
15083	YOR362C	YFR050C	YOL038W	p	p	1	proteolysis involved in cellular protein catabolic process
15084	YOR362C	YFR050C	YOR157C	p	p	1	proteolysis involved in cellular protein catabolic process
15085	YOR362C	YFR050C	YPR103W	p	p	1	proteolysis involved in cellular protein catabolic process
15086	YOR362C	YGL048C	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15087	YOR362C	YGL048C	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
15088	YOR362C	YGL048C	YFL007W	p	p	1	proteolysis involved in cellular protein catabolic process
15089	YOR362C	YGL048C	YFR004W	p	p	1	proteolysis involved in cellular protein catabolic process
15090	YOR362C	YGL048C	YHR027C	p	p	1	proteolysis involved in cellular protein catabolic process
15091	YOR362C	YGR048W	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15092	YOR362C	YGR135W	YBR173C	p	p	1	proteolysis involved in cellular protein catabolic process
15093	YOR362C	YGR135W	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15094	YOR362C	YGR135W	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
15095	YOR362C	YGR135W	YFR004W	p	p	1	proteolysis involved in cellular protein catabolic process
15096	YOR362C	YGR135W	YGL011C	p	p	1	proteolysis involved in cellular protein catabolic process
15097	YOR362C	YGR135W	YGR253C	p	p	1	proteolysis involved in cellular protein catabolic process
15098	YOR362C	YGR135W	YML092C	p	p	1	proteolysis involved in cellular protein catabolic process
15099	YOR362C	YGR135W	YMR314W	p	p	1	proteolysis involved in cellular protein catabolic process
15100	YOR362C	YGR135W	YOL038W	p	p	1	proteolysis involved in cellular protein catabolic process
15101	YOR362C	YGR135W	YOR157C	p	p	1	proteolysis involved in cellular protein catabolic process
15102	YOR362C	YGR135W	YPR103W	p	p	1	proteolysis involved in cellular protein catabolic process
15103	YOR362C	YGR253C	YBR173C	p	p	1	proteolysis involved in cellular protein catabolic process
15104	YOR362C	YGR253C	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15105	YOR362C	YGR253C	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
15106	YOR362C	YGR253C	YFR004W	p	p	1	proteolysis involved in cellular protein catabolic process
15107	YOR362C	YGR253C	YGR135W	p	p	1	proteolysis involved in cellular protein catabolic process
15108	YOR362C	YGR253C	YML092C	p	p	1	proteolysis involved in cellular protein catabolic process
15109	YOR362C	YGR253C	YMR314W	p	p	1	proteolysis involved in cellular protein catabolic process
15110	YOR362C	YGR253C	YOL038W	p	p	1	proteolysis involved in cellular protein catabolic process
15111	YOR362C	YGR253C	YPR103W	p	p	1	proteolysis involved in cellular protein catabolic process
15112	YOR362C	YKL145W	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15113	YOR362C	YKL145W	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
15114	YOR362C	YKL145W	YFR004W	p	p	1	proteolysis involved in cellular protein catabolic process
15115	YOR362C	YKL145W	YHR027C	p	p	1	proteolysis involved in cellular protein catabolic process
15116	YOR362C	YKL145W	YOL038W	p	p	1	proteolysis involved in cellular protein catabolic process
15117	YOR362C	YLR024C	YDL020C	tu	p	1	proteolysis involved in cellular protein catabolic process
15118	YOR362C	YMR100W	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15119	YOR362C	YOL038W	YBR173C	p	p	1	proteolysis involved in cellular protein catabolic process
15120	YOR362C	YOL038W	YDL020C	tu	tu	1	proteolysis involved in cellular protein catabolic process
15121	YOR362C	YOL038W	YER012W	p	p	1	proteolysis involved in cellular protein catabolic process
15122	YOR362C	YOL038W	YFL007W	p	p	1	proteolysis involved in cellular protein catabolic process
15123	YOR362C	YOL038W	YFR004W	p	p	1	proteolysis involved in cellular protein catabolic process
15124	YOR362C	YOL038W	YFR050C	p	p	1	proteolysis involved in cellular protein catabolic process
15125	YOR362C	YOL038W	YGL011C	p	p	1	proteolysis involved in cellular protein catabolic process
15126	YOR362C	YOL038W	YGR135W	p	p	1	proteolysis involved in cellular protein catabolic process
15127	YOR362C	YOL038W	YGR253C	p	p	1	proteolysis involved in cellular protein catabolic process
15128	YOR362C	YOL038W	YML092C	p	p	1	proteolysis involved in cellular protein catabolic process
