gene_name_a	oln_id_a	gene_description_a	gene_name_b	oln_id_b	gene_description_b	type
TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	TY2B-LR1	YLR410W-B	Transposon Ty2-LR1 Gag-Pol polyprotein	paralog
TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	TY1B-ML2	YML039W	Transposon Ty1-ML2 Gag-Pol polyprotein	paralog
TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	TY1A-ML2	YML040W	Transposon Ty1-ML2 Gag polyprotein	paralog
TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	TY1B-ML1	YML045W	Transposon Ty1-ML1 Gag-Pol polyprotein	paralog
TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	TY1A-ML1	YML045W-A	Transposon Ty1-ML1 Gag polyprotein	paralog
TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	TY1B-MR1	YMR045C	Transposon Ty1-MR1 Gag-Pol polyprotein	paralog
TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	TY1A-MR1	YMR046C	Transposon Ty1-MR1 Gag polyprotein	paralog
TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	TY1B-MR2	YMR050C	Transposon Ty1-MR2 Gag-Pol polyprotein	paralog
TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	TY1A-MR2	YMR051C	Transposon Ty1-MR2 Gag polyprotein	paralog
TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	paralog
TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	paralog
TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	paralog
TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	paralog
WSC3	YOL105C	Cell wall integrity and stress response component 3 precursor	WSC2	YNL283C	Cell wall integrity and stress response component 2 precursor	ohnolog, paralog
MSB4	YOL112W	GTPase-activating protein MSB4	MSB3	YNL293W	GTPase-activating protein GYP3	ohnolog
SKM1	YOL113W	Serine/threonine-protein kinase SKM1	CLA4	YNL298W	Serine/threonine-protein kinase CLA4	ohnolog
PAP2	YOL115W	Poly(A) RNA polymerase protein 2	TRF5	YNL299W	Poly(A) RNA polymerase protein 1	ohnolog
RPL18A	YOL120C	60S ribosomal protein L18-A	RPL18B	YNL301C	60S ribosomal protein L18-B	ohnolog, paralog
RPS19A	YOL121C	40S ribosomal protein S19-A	RPS19B	YNL302C	40S ribosomal protein S19-B	ohnolog, paralog
YGK3	YOL128C	Glycogen synthase kinase-3 homolog YGK3	MCK1	YNL307C	Protein kinase MCK1	ohnolog
ALR1	YOL130W	Magnesium transporter ALR1	ALR2	YFL050C	Magnesium transporter ALR2	paralog
NA	YOL131W	Uncharacterized protein YOL131W	STB1	YNL309W	Protein STB1	ohnolog
GRE2	YOL151W	NADPH-dependent methylglyoxal reductase GRE2	NA	YDR541C	Putative uncharacterized oxidoreductase YDR541C	paralog
HPF1	YOL155C	Haze protective factor 1 precursor	NA	YIL169C	Putative uncharacterized protein YIL169C precursor	paralog
HXT11	YOL156W	Hexose transporter HXT11	HXT7	YDR342C	High-affinity hexose transporter HXT6	paralog
HXT11	YOL156W	Hexose transporter HXT11	HXT6	YDR343C	High-affinity hexose transporter HXT6	paralog
HXT11	YOL156W	Hexose transporter HXT11	HXT3	YDR345C	Low-affinity glucose transporter HXT3	paralog
HXT11	YOL156W	Hexose transporter HXT11	HXT10	YFL011W	Hexose transporter HXT10	paralog
HXT11	YOL156W	Hexose transporter HXT11	HXT4	YHR092C	Low-affinity glucose transporter HXT4	paralog
HXT11	YOL156W	Hexose transporter HXT11	HXT1	YHR094C	Low-affinity glucose transporter HXT1	paralog
HXT11	YOL156W	Hexose transporter HXT11	HXT5	YHR096C	Probable glucose transporter HXT5	paralog
HXT11	YOL156W	Hexose transporter HXT11	HXT8	YJL214W	Hexose transporter HXT8	paralog
HXT11	YOL156W	Hexose transporter HXT11	HXT9	YJL219W	Hexose transporter HXT9	paralog
HXT11	YOL156W	Hexose transporter HXT11	GAL2	YLR081W	Galactose transporter	paralog
HXT11	YOL156W	Hexose transporter HXT11	HXT2	YMR011W	High-affinity glucose transporter HXT2	paralog
IMA2	YOL157C	Oligo-1,6-glucosidase IMA2	MAL32	YBR299W	Alpha-glucosidase MAL32	paralog
IMA2	YOL157C	Oligo-1,6-glucosidase IMA2	IMA1	YGR287C	Oligo-1,6-glucosidase IMA1	paralog
IMA2	YOL157C	Oligo-1,6-glucosidase IMA2	MAL12	YGR292W	Alpha-glucosidase MAL12	paralog
IMA2	YOL157C	Oligo-1,6-glucosidase IMA2	IMA3	YIL172C	Oligo-1,6-glucosidase IMA3	paralog
IMA2	YOL157C	Oligo-1,6-glucosidase IMA2	IMA5	YJL216C	Oligo-1,6-glucosidase IMA5	paralog
IMA2	YOL157C	Oligo-1,6-glucosidase IMA2	IMA4	YJL221C	Oligo-1,6-glucosidase IMA4	paralog
PAU20	YOL161C	Seripauperin-20	PAU8	YAL068C	Seripauperin-8 precursor	paralog
PAU20	YOL161C	Seripauperin-20	PAU24	YBR301W	Seripauperin-24 precursor	paralog
PAU20	YOL161C	Seripauperin-20	PAU3	YCR104W	Seripauperin-3	paralog
PAU20	YOL161C	Seripauperin-20	PAU10	YDR542W	Seripauperin-10 precursor	paralog
PAU20	YOL161C	Seripauperin-20	PAU2	YEL049W	Seripauperin-2	paralog
PAU20	YOL161C	Seripauperin-20	PAU5	YFL020C	Seripauperin-5	paralog
PAU20	YOL161C	Seripauperin-20	PAU11	YGL261C	Seripauperin-11 precursor	paralog
PAU20	YOL161C	Seripauperin-20	PAU12	YGR294W	Seripauperin-12	paralog
PAU20	YOL161C	Seripauperin-20	PAU13	YHL046C	Seripauperin-13 precursor	paralog
PAU20	YOL161C	Seripauperin-20	PAU14	YIL176C	Seripauperin-14 precursor	paralog
PAU20	YOL161C	Seripauperin-20	PAU15	YIR041W	Seripauperin-15 precursor	paralog
PAU20	YOL161C	Seripauperin-20	PAU1	YJL223C	Seripauperin-1 precursor	paralog
PAU20	YOL161C	Seripauperin-20	PAU16	YKL224C	Seripauperin-16 precursor	paralog
PAU20	YOL161C	Seripauperin-20	PAU17	YLL025W	Seripauperin-17 precursor	paralog
PAU20	YOL161C	Seripauperin-20	PAU18	YLL064C	Seripauperin-18 precursor	paralog
PAU20	YOL161C	Seripauperin-20	PAU23	YLR037C	Seripauperin-23 precursor	paralog
PAU20	YOL161C	Seripauperin-20	PAU4	YLR461W	Seripauperin-4	paralog
PAU20	YOL161C	Seripauperin-20	PAU19	YMR325W	Seripauperin-19 precursor	paralog
PAU20	YOL161C	Seripauperin-20	PAU6	YNR076W	Seripauperin-6 precursor	paralog
AAD15	YOL165C	Putative aryl-alcohol dehydrogenase AAD15	NA	YFL057C	Putative aryl-alcohol dehydrogenase YFL057C {ECO:0000305}	paralog
NA	YOL166W-A	UPF0320 protein YOL166W-A	NA	YER188C-A	UPF0320 protein YER188C-A	paralog
YSP3	YOR003W	Subtilisin-like protease 3 precursor	PRB1	YEL060C	Cerevisin precursor	ohnolog
TIR2	YOR010C	Cold shock-induced protein TIR2 precursor	TIR1	YER011W	Cold shock-induced protein TIR1 precursor	paralog
TIR2	YOR010C	Cold shock-induced protein TIR2 precursor	TIR3	YIL011W	Cell wall protein TIR3 precursor	ohnolog
AUS1	YOR011W	ATP-dependent permease AUS1	SNQ2	YDR011W	Protein SNQ2	paralog
AUS1	YOR011W	ATP-dependent permease AUS1	PDR15	YDR406W	ATP-dependent permease PDR15	paralog
AUS1	YOR011W	ATP-dependent permease AUS1	PDR11	YIL013C	ATP-dependent permease PDR11	ohnolog, paralog
AUS1	YOR011W	ATP-dependent permease AUS1	PDR18	YNR070W	ABC transporter ATP-binding protein/permease PDR18	paralog
ERP4	YOR016C	Protein ERP4 precursor	ERP2	YAL007C	Protein ERP2 precursor	ohnolog, paralog
ROD1	YOR018W	Protein ROD1	ROG3	YFR022W	Protein ROG3	ohnolog
NA	YOR019W	Uncharacterized protein YOR019W	JIP4	YDR475C	Uncharacterized protein JIP4	ohnolog
CIN5	YOR028C	AP-1-like transcription factor YAP4	YAP6	YDR259C	AP-1-like transcription factor YAP6	ohnolog
EXO1	YOR033C	Exodeoxyribonuclease 1	DIN7	YDR263C	DNA damage-inducible protein DIN7	ohnolog
AKR2	YOR034C	Probable palmitoyltransferase AKR2	AKR1	YDR264C	Palmitoyltransferase AKR1	ohnolog
GLO4	YOR040W	Hydroxyacylglutathione hydrolase, mitochondrial precursor	GLO2	YDR272W	Hydroxyacylglutathione hydrolase, cytoplasmic isozyme	ohnolog
CUE5	YOR042W	Ubiquitin-binding protein CUE5	DON1	YDR273W	Donuts protein 1	ohnolog
IRC23	YOR044W	Increased recombination centers protein 23	BSC2	YDR275W	Bypass of stop codon protein 2	ohnolog
STD1	YOR047C	Protein STD1	MTH1	YDR277C	Protein MTH1	ohnolog
VHS3	YOR054C	Phosphopantothenoylcysteine decarboxylase subunit VHS3	SIS2	YKR072C	Phosphopantothenoylcysteine decarboxylase subunit SIS2	ohnolog
NA	YOR062C	Uncharacterized protein YOR062C	NA	YKR075C	Uncharacterized protein YKR075C	ohnolog
MSA1	YOR066W	G1-specific transcription factors activator MSA1	MSA2	YKR077W	Putative transcriptional activator MSA2	ohnolog
VPS5	YOR069W	Vacuolar protein sorting-associated protein 5	NA	YKR078W	Uncharacterized protein YKR078W	ohnolog
NRT1	YOR071C	Nicotinamide riboside transporter 1	THI7	YLR237W	Thiamine transporter	paralog
NA	YOR072W-B	Uncharacterized protein YOR072W-B	NA	YOL013W-A	Uncharacterized protein YOL013W-A	paralog
SKI7	YOR076C	Superkiller protein 7	HBS1	YKR084C	Elongation factor 1 alpha-like protein	ohnolog
TGL5	YOR081C	Lipase 5	TGL4	YKR089C	Lipase 4	ohnolog, paralog
WHI5	YOR083W	G1-specific transcriptional repressor WHI5	SRL3	YKR091W	Protein SRL3	ohnolog
TCB1	YOR086C	Tricalbin-1	TCB2	YNL087W	Tricalbin-2	ohnolog, paralog
VPS21	YOR089C	Vacuolar protein sorting-associated protein 21	YPT53	YNL093W	GTP-binding protein YPT53	ohnolog
ECM3	YOR092W	Protein ECM3	NA	YNL095C	Uncharacterized transporter YNL095C	ohnolog, paralog
RPS7A	YOR096W	40S ribosomal protein S7-A	RPS7B	YNL096C	40S ribosomal protein S7-B	ohnolog
RAS1	YOR101W	Ras-like protein 1 precursor	RAS2	YNL098C	Ras-like protein 2 precursor	ohnolog
LEU9	YOR108W	2-isopropylmalate synthase 2, mitochondrial precursor	LEU4	YNL104C	2-isopropylmalate synthase	ohnolog, paralog
INP53	YOR109W	Polyphosphatidylinositol phosphatase INP53	INP52	YNL106C	Polyphosphatidylinositol phosphatase INP52	ohnolog, paralog
TFC7	YOR110W	Transcription factor tau 55 kDa subunit	NA	YNL108C	Uncharacterized protein YNL108C	ohnolog
RPO31	YOR116C	DNA-directed RNA polymerase III subunit RPC1	RPO21	YDL140C	DNA-directed RNA polymerase II subunit RPB1	paralog
GCY1	YOR120W	Glycerol 2-dehydrogenase (NADP(+))	YPR1	YDR368W	Putative reductase 1	ohnolog
RGA1	YOR127W	Rho-type GTPase-activating protein 1	RGA2	YDR379W	Rho-type GTPase-activating protein 2	ohnolog
EFT1	YOR133W	Elongation factor 2	EFT2	YDR385W	Elongation factor 2	ohnolog, paralog
BAG7	YOR134W	Rho-GTPase-activating protein BAG7	SAC7	YDR389W	GTPase-activating protein SAC7	ohnolog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-ER1	YER137C-A	Transposon Ty1-ER1 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-ER1	YER138C	Transposon Ty1-ER1 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-ER2	YER159C-A	Transposon Ty1-ER2 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-ER2	YER160C	Transposon Ty1-ER2 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY2A-F	YFL002W-B	Transposon Ty2-F Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-GR1	YGR027W-A	Transposon Ty1-GR1 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-GR1	YGR027W-B	Transposon Ty1-GR1 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-GR2	YGR038C-A	Transposon Ty1-GR2 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-GR2	YGR038C-B	Transposon Ty1-GR2 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-GR3	YGR161C-C	Transposon Ty1-GR3 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-GR3	YGR161C-D	Transposon Ty1-GR3 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY2A-GR2	YGR161W-A	Transposon Ty2-GR2 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-H	YHR214C-B	Transposon Ty1-H Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-H	YHR214C-C	Transposon Ty1-H Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-JR2	YJR029W	Transposon Ty1-JR2 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-LR2	YLR157C-A	Transposon Ty1-LR2 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-LR2	YLR157C-B	Transposon Ty1-LR2 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-LR3	YLR227W-A	Transposon Ty1-LR3 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-LR3	YLR227W-B	Transposon Ty1-LR3 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-LR4	YLR256W-A	Transposon Ty1-LR4 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY2A-LR1	YLR410W-A	Transposon Ty2-LR1 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-ML2	YML039W	Transposon Ty1-ML2 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-ML2	YML040W	Transposon Ty1-ML2 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-ML1	YML045W	Transposon Ty1-ML1 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-ML1	YML045W-A	Transposon Ty1-ML1 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-MR1	YMR045C	Transposon Ty1-MR1 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-MR1	YMR046C	Transposon Ty1-MR1 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-MR2	YMR050C	Transposon Ty1-MR2 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-MR2	YMR051C	Transposon Ty1-MR2 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	paralog
TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-A	YAR009C	Truncated transposon Ty1-A Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY2B-B	YBL100W-B	Transposon Ty2-B Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY2B-C	YCL019W	Transposon Ty2-C Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY2B-DR1	YDR034C-D	Transposon Ty2-DR1 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-ER1	YER137C-A	Transposon Ty1-ER1 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-ER1	YER138C	Transposon Ty1-ER1 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-ER2	YER159C-A	Transposon Ty1-ER2 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-ER2	YER160C	Transposon Ty1-ER2 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY2B-F	YFL002W-A	Transposon Ty2-F Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-GR1	YGR027W-A	Transposon Ty1-GR1 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-GR1	YGR027W-B	Transposon Ty1-GR1 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-GR2	YGR038C-A	Transposon Ty1-GR2 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-GR2	YGR038C-B	Transposon Ty1-GR2 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-GR3	YGR161C-C	Transposon Ty1-GR3 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-GR3	YGR161C-D	Transposon Ty1-GR3 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY2B-GR2	YGR161W-B	Transposon Ty2-GR2 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-H	YHR214C-B	Transposon Ty1-H Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-H	YHR214C-C	Transposon Ty1-H Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-JR2	YJR029W	Transposon Ty1-JR2 Gag-Pol polyprotein	paralog
