regulator_gene_name	regulator_oln_id	regulator_gene_description	target_gene_name	target_oln_id	target_gene_description	gene_expression_evidence	binding_evidence	combinatorial_evidence	regulation_direction	pubmed_id
CIN5	YOR028C	AP-1-like transcription factor YAP4	ROX1	YPR065W	Repressor ROX1	0	2	0		12399584,16522208
CIN5	YOR028C	AP-1-like transcription factor YAP4	CTR1	YPR124W	Copper transport protein CTR1	0	2	0		12399584,22720667
CIN5	YOR028C	AP-1-like transcription factor YAP4	KRE6	YPR159W	Beta-glucan synthesis-associated protein KRE6	1	1	0	activates	20385592,22720667
HMS1	YOR032C	Probable transcription factor HMS1	HSL7	YBR133C	Protein arginine N-methyltransferase HSL7 {ECO:0000305|PubMed:10903903}	0	2	0		12399584,22720667
HMS1	YOR032C	Probable transcription factor HMS1	CKS1	YBR135W	Cyclin-dependent kinases regulatory subunit	0	2	0		12399584,22720667
HMS1	YOR032C	Probable transcription factor HMS1	NA	YDR042C	Uncharacterized protein YDR042C	0	2	0		12399584,22720667
HMS1	YOR032C	Probable transcription factor HMS1	SPS2	YDR522C	Sporulation-specific protein 2 precursor	0	2	0		12399584,22720667
HMS1	YOR032C	Probable transcription factor HMS1	WBP1	YEL002C	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 precursor	0	2	0		12399584,22720667
HMS1	YOR032C	Probable transcription factor HMS1	GDI1	YER136W	Rab GDP-dissociation inhibitor	0	2	0		12399584,22720667
HMS1	YOR032C	Probable transcription factor HMS1	ERG26	YGL001C	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	0	2	0		12399584,22720667
HMS1	YOR032C	Probable transcription factor HMS1	TIM10	YHR005C-A	Mitochondrial import inner membrane translocase subunit TIM10	1	1	0	inactivates	20385592,22720667
HIR2	YOR038C	Protein HIR2	HHF1	YBR009C	Histone H4	1	2	0	inactivates	12399584,20385592,22720667
HIR2	YOR038C	Protein HIR2	HHT1	YBR010W	Histone H3	1	2	0	inactivates	12399584,20385592,22720667
HIR2	YOR038C	Protein HIR2	NA	YDL068W	Putative uncharacterized protein YDL068W	0	2	0		12399584,22720667
HIR2	YOR038C	Protein HIR2	NA	YDR042C	Uncharacterized protein YDR042C	0	2	0		12399584,22720667
HIR2	YOR038C	Protein HIR2	NA	YDR102C	Putative uncharacterized protein YDR102C	0	2	0		12399584,22720667
HIR2	YOR038C	Protein HIR2	STE5	YDR103W	Protein STE5	0	2	0		12399584,22720667
HIR2	YOR038C	Protein HIR2	HTB1	YDR224C	Histone H2B.1	1	2	0	inactivates	12399584,20385592,22720667
HIR2	YOR038C	Protein HIR2	HTA1	YDR225W	Histone H2A.1	1	2	0	inactivates	12399584,20385592,22720667
HIR2	YOR038C	Protein HIR2	HHF2	YNL030W	Histone H4	1	2	0	inactivates	12399584,20385592,22720667
HIR2	YOR038C	Protein HIR2	HHT2	YNL031C	Histone H3	1	2	0	inactivates	12399584,20385592,22720667
HIR2	YOR038C	Protein HIR2	NA	YNL146W	Uncharacterized protein YNL146W	1	1	0	inactivates	12399584,20385592
HIR2	YOR038C	Protein HIR2	SLP1	YOR154W	Uncharacterized protein SLP1 {ECO:0000305} precursor	0	2	0		12399584,22720667
HIR2	YOR038C	Protein HIR2	MFM1	YPL060W	Mitochondrial inner membrane magnesium transporter MFM1 precursor	0	2	0		12399584,22720667
AZF1	YOR113W	Asparagine-rich zinc finger protein AZF1	BSC1	YDL037C	Bypass of stop codon protein 1	0	2	0		12399584,22720667
AZF1	YOR113W	Asparagine-rich zinc finger protein AZF1	NA	YDR042C	Uncharacterized protein YDR042C	0	2	0		12399584,22720667
AZF1	YOR113W	Asparagine-rich zinc finger protein AZF1	NPR2	YEL062W	Nitrogen permease regulator 2	0	2	0		12399584,22720667
AZF1	YOR113W	Asparagine-rich zinc finger protein AZF1	CAN1	YEL063C	Arginine permease	0	2	0		12399584,22720667
AZF1	YOR113W	Asparagine-rich zinc finger protein AZF1	RPA34	YJL148W	DNA-directed RNA polymerase I subunit RPA34	0	2	0		12399584,22720667
WTM1	YOR230W	Transcriptional modulator WTM1	VPS38	YLR360W	Vacuolar protein sorting-associated protein 38	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	ERP2	YAL007C	Protein ERP2 precursor	1	1	0	activates	17417638,22720667
TYE7	YOR344C	Serine-rich protein TYE7	CDC19	YAL038W	Pyruvate kinase 1	1	1	0	activates	16522208,20385592
TYE7	YOR344C	Serine-rich protein TYE7	HSL7	YBR133C	Protein arginine N-methyltransferase HSL7 {ECO:0000305|PubMed:10903903}	1	1	0	activates	16522208,20385592
TYE7	YOR344C	Serine-rich protein TYE7	GRX1	YCL035C	Glutaredoxin-1	1	1	0	inactivates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	GLK1	YCL040W	Glucokinase-1	2	1	0	activates	17417638,20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	PGK1	YCR012W	Phosphoglycerate kinase	1	1	0	activates	16522208,20385592
TYE7	YOR344C	Serine-rich protein TYE7	ABP1	YCR088W	Actin-binding protein	1	1	0	activates	16522208,20385592
TYE7	YOR344C	Serine-rich protein TYE7	LHP1	YDL051W	La protein homolog	1	1	0	inactivates	16522208,20385592
TYE7	YOR344C	Serine-rich protein TYE7	NA	YDR115W	54S ribosomal protein L34, mitochondrial precursor	1	1	0	inactivates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	SSY1	YDR160W	SPS-sensor component SSY1	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	1	1	0	activates	17417638,22720667
TYE7	YOR344C	Serine-rich protein TYE7	NA	YDR338C	Uncharacterized transporter YDR338C	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	SAM2	YDR502C	S-adenosylmethionine synthase 2	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	SMT3	YDR510W	Ubiquitin-like protein SMT3 precursor	2	1	0	inactivates	17417638,20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	CAB1	YDR531W	Pantothenate kinase CAB1	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	RIP1	YEL024W	Cytochrome b-c1 complex subunit Rieske, mitochondrial precursor	2	1	0	activates	17417638,20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	GLY1	YEL046C	Low specificity L-threonine aldolase	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	HOM3	YER052C	Aspartokinase	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	HMF1	YER057C	Protein HMF1	1	1	0	inactivates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	LSM4	YER112W	U6 snRNA-associated Sm-like protein LSm4	1	1	0	inactivates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	DSE1	YER124C	Protein DSE1	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	SMX2	YFL017W-A	Small nuclear ribonucleoprotein G	1	1	0	inactivates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	BUD27	YFL023W	Bud site selection protein 27	1	1	0	inactivates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	HAC1	YFL031W	Transcriptional activator HAC1	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	NA	YFL032W	Putative uncharacterized protein YFL032W	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	LOC1	YFR001W	60S ribosomal subunit assembly/export protein LOC1	1	1	0	inactivates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	SDS23	YGL056C	Protein SDS23	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	SPT16	YGL207W	FACT complex subunit SPT16	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	ADH4	YGL256W	Alcohol dehydrogenase 4	1	1	0	activates	16522208,20385592
TYE7	YOR344C	Serine-rich protein TYE7	CYS4	YGR155W	Cystathionine beta-synthase	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	TDH3	YGR192C	Glyceraldehyde-3-phosphate dehydrogenase 3	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	NCP1	YHR042W	NADPH--cytochrome P450 reductase {ECO:0000255|HAMAP-Rule:MF_03212}	1	1	0	activates	16522208,20385592
TYE7	YOR344C	Serine-rich protein TYE7	NA	YHR112C	Uncharacterized trans-sulfuration enzyme YHR112C	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	SPL2	YHR136C	Putative cyclin-dependent kinase inhibitor SPL2	2	1	0	inactivates	17417638,20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	RRT14	YIL127C	Regulator of rDNA transcription protein 14	1	1	0	inactivates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	PAN1	YIR006C	Actin cytoskeleton-regulatory complex protein PAN1	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	TDH1	YJL052W	Glyceraldehyde-3-phosphate dehydrogenase 1	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	BNA3	YJL060W	Probable kynurenine--oxoglutarate transaminase BNA3	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	GSH1	YJL101C	Glutamate--cysteine ligase	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	QCR8	YJL166W	Cytochrome b-c1 complex subunit 8	1	1	0	inactivates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	TDH2	YJR009C	Glyceraldehyde-3-phosphate dehydrogenase 2	1	1	0	activates	16522208,20385592
TYE7	YOR344C	Serine-rich protein TYE7	APS2	YJR058C	AP-2 complex subunit sigma	1	1	0	inactivates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	MET5	YJR137C	Sulfite reductase [NADPH] subunit beta	1	1	0	activates	16522208,20385592
TYE7	YOR344C	Serine-rich protein TYE7	FBA1	YKL060C	Fructose-bisphosphate aldolase	1	1	0	activates	16522208,20385592
TYE7	YOR344C	Serine-rich protein TYE7	VMA5	YKL080W	V-type proton ATPase subunit C	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	PIR1	YKL164C	Cell wall mannoprotein PIR1 precursor	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	RPS21A	YKR057W	40S ribosomal protein S21-A	1	1	0	inactivates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	PSR1	YLL010C	Phosphatase PSR1	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	YPS3	YLR121C	Aspartic proteinase yapsin-3 precursor	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	MET17	YLR303W	Protein MET17	2	1	0	activates,inactivates	17417638,20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	NA	YML084W	Putative uncharacterized protein YML084W precursor	1	1	0	inactivates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	TUB1	YML085C	Tubulin alpha-1 chain	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	MSN2	YMR037C	Zinc finger protein MSN2	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	ADH3	YMR083W	Alcohol dehydrogenase 3, mitochondrial precursor	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	EOS1	YNL080C	N-glycosylation protein EOS1	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	APP1	YNL094W	Phosphatidate phosphatase APP1	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	NA	YNL095C	Uncharacterized transporter YNL095C	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	MET2	YNL277W	Homoserine O-acetyltransferase	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	FPK1	YNR047W	Flippase kinase 1	1	1	0	activates	20385592,22720667
TYE7	YOR344C	Serine-rich protein TYE7	SNC2	YOR327C	Synaptobrevin homolog 2	1	1	0	inactivates	20385592,22720667
HAP5	YOR358W	Transcriptional activator HAP5	ATP3	YBR039W	ATP synthase subunit gamma, mitochondrial precursor	1	1	0	activates	20385592,22720667
HAP5	YOR358W	Transcriptional activator HAP5	INH1	YDL181W	ATPase inhibitor, mitochondrial precursor	1	1	0	activates	22720667,24766815
HAP5	YOR358W	Transcriptional activator HAP5	VPS3	YDR495C	Vacuolar protein sorting-associated protein 3	0	2	0		12399584,22720667
HAP5	YOR358W	Transcriptional activator HAP5	GRX4	YER174C	Monothiol glutaredoxin-4	0	2	0		12399584,22720667
HAP5	YOR358W	Transcriptional activator HAP5	STE2	YFL026W	Pheromone alpha factor receptor	1	1	0	inactivates	20385592,22720667
HAP5	YOR358W	Transcriptional activator HAP5	MEP1	YGR121C	Ammonium transporter MEP1	1	1	0	activates	20385592,22720667
HAP5	YOR358W	Transcriptional activator HAP5	RNR4	YGR180C	Ribonucleoside-diphosphate reductase small chain 2	1	1	0	inactivates	20385592,22720667
HAP5	YOR358W	Transcriptional activator HAP5	YHB1	YGR234W	Flavohemoprotein	2	1	0	activates	20385592,22720667,24766815
CIN5	YOR028C	AP-1-like transcription factor YAP4	ALD6	YPL061W	Magnesium-activated aldehyde dehydrogenase, cytosolic	0	2	0		12399584,22720667
HAP5	YOR358W	Transcriptional activator HAP5	COX6	YHR051W	Cytochrome c oxidase subunit 6, mitochondrial precursor	0	2	0		12399584,22720667
HAP5	YOR358W	Transcriptional activator HAP5	MIR1	YJR077C	Mitochondrial phosphate carrier protein	1	1	0	activates	20385592,22720667
HAP5	YOR358W	Transcriptional activator HAP5	SDH1	YKL148C	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial precursor	1	1	0	activates	20385592,22720667
HAP5	YOR358W	Transcriptional activator HAP5	ISA1	YLL027W	Iron-sulfur assembly protein 1	0	2	0		12399584,22720667
HAP5	YOR358W	Transcriptional activator HAP5	CCC1	YLR220W	Protein CCC1	0	2	0		12399584,22720667
HAP5	YOR358W	Transcriptional activator HAP5	SPO21	YOL091W	Sporulation-specific protein 21	0	2	0		12399584,22720667
HAP5	YOR358W	Transcriptional activator HAP5	TYW1	YPL207W	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase	0	2	0		12399584,22720667
PIP2	YOR363C	Peroxisome proliferation transcriptional regulator	TPD3	YAL016W	Protein phosphatase PP2A regulatory subunit A	1	1	0	activates	20385592,22720667
PIP2	YOR363C	Peroxisome proliferation transcriptional regulator	GAL10	YBR019C	Bifunctional protein GAL10	1	1	0	activates	20385592,22720667
PIP2	YOR363C	Peroxisome proliferation transcriptional regulator	VMA2	YBR127C	V-type proton ATPase subunit B	1	1	0	activates	20385592,22720667
PIP2	YOR363C	Peroxisome proliferation transcriptional regulator	RPS24B	YIL069C	40S ribosomal protein S24-B	1	1	0	inactivates	20385592,22720667
PIP2	YOR363C	Peroxisome proliferation transcriptional regulator	NA	YIL100W	Putative uncharacterized protein YIL100W	1	1	0	inactivates	20385592,22720667
PIP2	YOR363C	Peroxisome proliferation transcriptional regulator	RPA34	YJL148W	DNA-directed RNA polymerase I subunit RPA34	1	1	0	inactivates	20385592,22720667
NDD1	YOR372C	Nuclear division defective protein 1	KIN3	YAR018C	Serine/threonine-protein kinase KIN3	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	SCO1	YBR037C	Protein SCO1, mitochondrial precursor	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	CHS2	YBR038W	Chitin synthase 2	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	SLM4	YBR077C	Protein SLM4	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	ECM33	YBR078W	Cell wall protein ECM33 precursor	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	NA	YBR138C	Uncharacterized protein YBR138C	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	NA	YBR139W	Putative serine carboxypeptidase YBR139W	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	PMP1	YCR024C-A	Plasma membrane ATPase proteolipid 1 precursor	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	MRH1	YDR033W	Protein MRH1	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	SWI5	YDR146C	Transcriptional factor SWI5	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	EKI1	YDR147W	Ethanolamine kinase	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	KGD2	YDR148C	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial precursor	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	NUM1	YDR150W	Nuclear migration protein NUM1	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	SLY1	YDR189W	Protein SLY1	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	YHP1	YDR451C	Homeobox protein YHP1	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	PPN1	YDR452W	Endopolyphosphatase {ECO:0000303|PubMed:11447286} precursor	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	SNA2	YDR525W-A	Protein SNA2	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	MIT1	YEL007W	Transcriptional regulator MIT1	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	ICP55	YER078C	Intermediate cleaving peptidase 55	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	NA	YER079W	Uncharacterized protein YER079W	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	NA	YER189W	Uncharacterized protein YER189W	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	IGD1	YFR017C	Inhibitor of glycogen debranching 1	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	BRP1	YGL007W	Putative uncharacterized protein BRP1	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	PMA1	YGL008C	Plasma membrane ATPase 1	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	ALK1	YGL021W	Serine/threonine-protein kinase Haspin homolog ALK1	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	NA	YGL114W	Putative oligopeptide transporter YGL114W	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	CDC20	YGL116W	APC/C activator protein CDC20	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	DBF2	YGR092W	Cell cycle protein kinase DBF2	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	SMI1	YGR229C	Cell wall assembly regulator SMI1	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	BNS1	YGR230W	Protein BNS1	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	WSC4	YHL028W	Cell wall integrity and stress response component 4 precursor	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	OCA5	YHL029C	Oxidant-induced cell-cycle arrest protein 5	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	MTC6	YHR151C	Maintenance of telomere capping protein 6 precursor	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	SPO12	YHR152W	Sporulation-specific protein 12	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	AIM20	YIL158W	Altered inheritance of mitochondria protein 20	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	IRC8	YJL051W	Uncharacterized protein IRC8	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	PRY1	YJL079C	Protein PRY1 {ECO:0000305} precursor	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	LSB6	YJL100W	Phosphatidylinositol 4-kinase LSB6	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	GSH1	YJL101C	Glutamate--cysteine ligase	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	RPA34	YJL148W	DNA-directed RNA polymerase I subunit RPA34	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	CIS3	YJL158C	Cell wall mannoprotein CIS3 precursor	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	VPS55	YJR044C	Vacuolar protein sorting-associated protein 55	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	JSN1	YJR091C	Protein JSN1	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	BUD4	YJR092W	Bud site selection protein 4	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	RSF2	YJR127C	Respiration factor 2	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	CWP2	YKL096W-A	Cell wall protein CWP2 precursor	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	NA	YKL097C	Putative uncharacterized protein YKL097C	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	NA	YKR040C	Putative uncharacterized protein YKR040C	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	UTH1	YKR042W	Probable secreted beta-glucosidase UTH1 precursor	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	SHB17	YKR043C	Sedoheptulose 1,7-bisphosphatase	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	UIP5	YKR044W	Protein UIP5 precursor	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	RAX2	YLR084C	Bud site selection protein RAX2 precursor	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	SEN2	YLR105C	tRNA-splicing endonuclease subunit SEN2	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	ACE2	YLR131C	Metallothionein expression activator	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	ATG26	YLR189C	Sterol 3-beta-glucosyltransferase	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	MMR1	YLR190W	Mitochondrial MYO2 receptor-related protein 1	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	RPS22B	YLR367W	40S ribosomal protein S22-B	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	LSM3	YLR438C-A	U6 snRNA-associated Sm-like protein LSm3	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	MRPL4	YLR439W	54S ribosomal protein L4, mitochondrial precursor	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	AIM32	YML050W	Altered inheritance of mitochondria protein 32	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	SUR7	YML052W	Protein SUR7	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	NA	YML053C	Uncharacterized protein YML053C	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	MIX17	YMR002W	Mitochondrial intermembrane space cysteine motif-containing protein MIX17 precursor	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	NA	YMR144W	Uncharacterized protein YMR144W	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	PAH1	YMR165C	Phosphatidic acid phosphohydrolase 1	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	CLN1	YMR199W	G1/S-specific cyclin CLN1	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	OCA2	YNL056W	Tyrosine-protein phosphatase-like protein OCA2	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	NA	YNL058C	Vacuolar membrane protein YNL058C	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	MFA2	YNL145W	Mating hormone A-factor 2 precursor	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	ZWF1	YNL241C	Glucose-6-phosphate 1-dehydrogenase	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	RCF2	YNR018W	Respiratory supercomplex factor 2, mitochondrial	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	DFR1	YOR236W	Dihydrofolate reductase	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	ENV9	YOR246C	Probable oxidoreductase ENV9	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	SRL1	YOR247W	Cell wall protein SRL1 precursor	0	2	0		12399584,22720667
NDD1	YOR372C	Nuclear division defective protein 1	COT1	YOR316C	Cobalt uptake protein COT1	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	CLB2	YPR119W	G2/mitotic-specific cyclin-2	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	NCE102	YPR149W	Non-classical export protein 2	0	2	0		12399584,16522208
NDD1	YOR372C	Nuclear division defective protein 1	SUE1	YPR151C	Protein SUE1, mitochondrial precursor	0	2	0		12399584,22720667
RDR1	YOR380W	Protein RDR1	NA	YOR378W	Drug resistance protein YOR378W	2	1	0	inactivates	17417638,20385592,22720667
MET31	YPL038W	Transcriptional regulator MET31	NA	YDR042C	Uncharacterized protein YDR042C	0	2	0		12399584,16522208
MET31	YPL038W	Transcriptional regulator MET31	RPL37B	YDR500C	60S ribosomal protein L37-B	0	2	0		12399584,22720667
MET31	YPL038W	Transcriptional regulator MET31	PLM2	YDR501W	Protein PLM2	0	2	0		12399584,22720667
MET31	YPL038W	Transcriptional regulator MET31	SPS2	YDR522C	Sporulation-specific protein 2 precursor	0	2	0		12399584,22720667
MET31	YPL038W	Transcriptional regulator MET31	NA	YER091C-A	Putative uncharacterized protein YER091C-A	0	2	0		12399584,22720667
MET31	YPL038W	Transcriptional regulator MET31	IES5	YER092W	Ino eighty subunit 5	0	2	0		12399584,16522208
MET31	YPL038W	Transcriptional regulator MET31	STR3	YGL184C	Cystathionine beta-lyase	0	2	0		12399584,16522208
MET31	YPL038W	Transcriptional regulator MET31	ADE3	YGR204W	C-1-tetrahydrofolate synthase, cytoplasmic	0	2	0		12399584,22720667
MET31	YPL038W	Transcriptional regulator MET31	MUP3	YHL036W	Low-affinity methionine permease	1	1	0	inactivates	20385592,22720667
MET31	YPL038W	Transcriptional regulator MET31	BNA3	YJL060W	Probable kynurenine--oxoglutarate transaminase BNA3	0	2	0		12399584,22720667
MET31	YPL038W	Transcriptional regulator MET31	RPS14B	YJL191W	40S ribosomal protein S14-B	0	2	0		12399584,16522208
MET31	YPL038W	Transcriptional regulator MET31	PEX2	YJL210W	Peroxisomal biogenesis factor 2	0	2	0		12399584,16522208
MET31	YPL038W	Transcriptional regulator MET31	OPT1	YJL212C	Oligopeptide transporter 1	1	2	0	inactivates	12399584,16522208,20385592
