kinase_gene_name	kinase_oln_id	kinase_gene_description	target_gene_name	target_oln_id	target_gene_description	score
DUN1	YDL101C	DNA damage response protein kinase DUN1	BFA1	YJR053W	Mitotic check point protein BFA1	3.164519
BUB1	YGR188C	Checkpoint serine/threonine-protein kinase BUB1	BMH1	YER177W	Protein BMH1	3.164519
DBF2	YGR092W	Cell cycle protein kinase DBF2	KIP2	YPL155C	Kinesin-like protein KIP2	3.164519
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	MIH1	YMR036C	M-phase inducer phosphatase	3.164519
CDC28	YBR160W	Cyclin-dependent kinase 1	NUP53	YMR153W	Nucleoporin NUP53	3.164519
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	PIF1	YML061C	ATP-dependent DNA helicase PIF1 {ECO:0000255|HAMAP-Rule:MF_03176} precursor	3.164519
STE20	YHL007C	Serine/threonine-protein kinase STE20	SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	3.164519
CDC28	YBR160W	Cyclin-dependent kinase 1	PCL6	YER059W	PHO85 cyclin-6	3.15986
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	SLA2	YNL243W	Protein SLA2	3.15523
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	RGA1	YOR127W	Rho-type GTPase-activating protein 1	3.150179
PKH2	YOL100W	Serine/threonine-protein kinase PKH2	SCH9	YHR205W	Serine/threonine-protein kinase SCH9	3.1339372
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	3.105331
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	PRS1	YKL181W	Ribose-phosphate pyrophosphokinase 1	3.105331
GIN4	YDR507C	Serine/threonine-protein kinase GIN4	ELM1	YKL048C	Serine/threonine-protein kinase ELM1	3.06761
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	MNN2	YBR015C	Alpha-1,2-mannosyltransferase MNN2	3.06761
CDC28	YBR160W	Cyclin-dependent kinase 1	ADH1	YOL086C	Alcohol dehydrogenase 1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	ADY3	YDL239C	Accumulates dyads protein 3	3.03043
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	AMA1	YGR225W	Meiosis-specific APC/C activator protein AMA1	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	AME1	YBR211C	Central kinetochore subunit AME1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	APC2	YLR127C	Anaphase-promoting complex subunit 2	3.03043
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	APC2	YLR127C	Anaphase-promoting complex subunit 2	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	ARG1	YOL058W	Argininosuccinate synthase	3.03043
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	ARP5	YNL059C	Actin-related protein 5	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	ARP9	YMR033W	Actin-like protein ARP9	3.03043
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	ARP9	YMR033W	Actin-like protein ARP9	3.03043
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	ASE1	YOR058C	Anaphase spindle elongation protein	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	ASE1	YOR058C	Anaphase spindle elongation protein	3.03043
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	ASK1	YKL052C	DASH complex subunit ASK1	3.03043
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	ASM4	YDL088C	Nucleoporin ASM4	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	ATG18	YFR021W	Autophagy-related protein 18 {ECO:0000303|PubMed:14536056}	3.03043
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	ATG18	YFR021W	Autophagy-related protein 18 {ECO:0000303|PubMed:14536056}	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	ATG20	YDL113C	Autophagy-related protein 20	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	AXL2	YIL140W	Axial budding pattern protein 2 precursor	3.03043
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	BBP1	YPL255W	Spindle pole component BBP1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	BBP1	YPL255W	Spindle pole component BBP1	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	BCP1	YDR361C	Protein BCP1	3.03043
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	BEM1	YBR200W	Bud emergence protein 1	3.03043
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	BEM3	YPL115C	GTPase-activating protein BEM3	3.03043
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	BIK1	YCL029C	Nuclear fusion protein BIK1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	BIK1	YCL029C	Nuclear fusion protein BIK1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	BNA3	YJL060W	Probable kynurenine--oxoglutarate transaminase BNA3	3.03043
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	BNI1	YNL271C	Protein BNI1	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	CDC19	YAL038W	Pyruvate kinase 1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	CRF1	YDR223W	Transcription factor CRF1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	CST9	YLR394W	Chromosome stability protein 9	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	CYC2	YOR037W	Cytochrome c mitochondrial import factor CYC2 precursor	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	DDC1	YPL194W	DNA damage checkpoint protein 1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	DNF2	YDR093W	Phospholipid-transporting ATPase DNF2	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	DUS3	YLR401C	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	FMT1	YBL013W	Methionyl-tRNA formyltransferase, mitochondrial precursor	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	FPK1	YNR047W	Flippase kinase 1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	FUN30	YAL019W	ATP-dependent helicase FUN30	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	FUS1	YCL027W	Nuclear fusion protein FUS1	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	GTS1	YGL181W	Protein GTS1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	HSC82	YMR186W	ATP-dependent molecular chaperone HSC82	3.03043
KNS1	YLL019C	Dual specificity protein kinase KNS1	HSF1	YGL073W	Heat shock factor protein	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	ICY2	YPL250C	Protein ICY2	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	IFH1	YLR223C	Protein IFH1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	INO2	YDR123C	Protein INO2	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	ISR1	YPR106W	Serine/threonine-protein kinase ISR1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	JSN1	YJR091C	Protein JSN1	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	KCC4	YCL024W	Probable serine/threonine-protein kinase KCC4	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	KSP1	YHR082C	Serine/threonine-protein kinase KSP1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	MBF1	YOR298C-A	Multiprotein-bridging factor 1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	MCM10	YIL150C	Minichromosome maintenance protein 10	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	MCM2	YBL023C	DNA replication licensing factor MCM2	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	MCM6	YGL201C	DNA replication licensing factor MCM6	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	MIP1	YOR330C	DNA polymerase gamma	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	MLP2	YIL149C	Protein MLP2	3.03043
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	MLP2	YIL149C	Protein MLP2	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	MON1	YGL124C	Vacuolar fusion protein MON1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	MPS2	YGL075C	Monopolar spindle protein 2	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	MRH1	YDR033W	Protein MRH1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	MSB1	YOR188W	Morphogenesis-related protein MSB1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	MSB2	YGR014W	Signaling mucin MSB2 precursor	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	MYO3	YKL129C	Myosin-3	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	NAB2	YGL122C	Nuclear polyadenylated RNA-binding protein NAB2	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	NPL3	YDR432W	Nucleolar protein 3	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	ORC1	YML065W	Origin recognition complex subunit 1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	PAB1	YER165W	Polyadenylate-binding protein, cytoplasmic and nuclear	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	PAM1	YDR251W	Protein PAM1	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	PAN3	YKL025C	PAB-dependent poly(A)-specific ribonuclease subunit PAN3 {ECO:0000255|HAMAP-Rule:MF_03181}	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	PHD1	YKL043W	Putative transcription factor PHD1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	PIN2	YOR104W	[PSI+] induction protein 2	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	PKH2	YOL100W	Serine/threonine-protein kinase PKH2	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	POM152	YMR129W	Nucleoporin POM152	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	PRK1	YIL095W	Actin-regulating kinase PRK1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	PRR1	YKL116C	Serine/threonine-protein kinase PRR1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	PXL1	YKR090W	Paxillin-like protein 1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	RBS1	YDL189W	RNA-binding suppressor of PAS kinase protein 1	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	RPG1	YBR079C	Eukaryotic translation initiation factor 3 subunit A {ECO:0000255|HAMAP-Rule:MF_03000}	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	RRP6	YOR001W	Exosome complex exonuclease RRP6	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	SEN1	YLR430W	Helicase SEN1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	SFB3	YHR098C	SED5-binding protein 3	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	SFB3	YHR098C	SED5-binding protein 3	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	SFI1	YLL003W	Protein SFI1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	SGN1	YIR001C	RNA-binding protein SGN1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	SIP3	YNL257C	Membrane-anchored lipid-binding protein SIP3 {ECO:0000303|PubMed:26001273}	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	SIT1	YEL065W	Siderophore iron transporter 1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	SPC1	YJR010C-A	Signal peptidase complex subunit SPC1	3.03043
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	SPC72	YAL047C	Spindle pole component SPC72	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	SRM1	YGL097W	Guanine nucleotide exchange factor SRM1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	TFG1	YGR186W	Transcription initiation factor IIF subunit alpha	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	TGL5	YOR081C	Lipase 5	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	TOS2	YGR221C	Protein TOS2	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	UFE1	YOR075W	Syntaxin UFE1	3.03043
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	UGP1	YKL035W	UTP--glucose-1-phosphate uridylyltransferase	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	VMR1	YHL035C	ABC transporter ATP-binding protein/permease VMR1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	VPS54	YDR027C	Vacuolar protein sorting-associated protein 54	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	RTK1	YDL025C	Probable serine/threonine-protein kinase RTK1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	YEN1	YER041W	Holliday junction resolvase YEN1	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	NA	YER158C	Uncharacterized protein YER158C	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	NA	YGL235W	Uncharacterized protein YGL235W	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	NA	YHL050C	Uncharacterized protein YHL050C	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	NA	YHR097C	Uncharacterized protein YHR097C	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	NA	YJR054W	Uncharacterized vacuolar membrane protein YJR054W	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	NA	YKR078W	Uncharacterized protein YKR078W	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	TY1B-LR1	YLR035C-A	Transposon Ty1-LR1 Gag-Pol polyprotein	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	NA	YLR278C	Uncharacterized transcriptional regulatory protein YLR278C	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	NA	YML119W	Uncharacterized protein YML119W	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	NA	YOL036W	Uncharacterized protein YOL036W	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	YRF1-3	YGR296W	Y' element ATP-dependent helicase protein 1 copy 3	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	3.03043
CDC28	YBR160W	Cyclin-dependent kinase 1	ZIP1	YDR285W	Synaptonemal complex protein ZIP1	3.03043
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	FYV8	YGR196C	Protein FYV8	3.028416
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	BEM3	YPL115C	GTPase-activating protein BEM3	3.003057
ELM1	YKL048C	Serine/threonine-protein kinase ELM1	CAF120	YNL278W	CCR4-NOT transcriptional complex subunit CAF120	3.003057
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	CAF120	YNL278W	CCR4-NOT transcriptional complex subunit CAF120	3.003057
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	ALD3	YMR169C	Aldehyde dehydrogenase [NAD(P)+] 2	2.995221
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	BGL2	YGR282C	Glucan 1,3-beta-glucosidase precursor	2.995221
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	CRH1	YGR189C	Probable glycosidase CRH1 precursor	2.995221
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	CTT1	YGR088W	Catalase T	2.995221
KSS1	YGR040W	Mitogen-activated protein kinase KSS1	FUS1	YCL027W	Nuclear fusion protein FUS1	2.995221
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	GRE1	YPL223C	Protein GRE1	2.995221
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	2.995221
MCK1	YNL307C	Protein kinase MCK1	IME1	YJR094C	Meiosis-inducing protein 1	2.995221
PKC1	YBL105C	Protein kinase C-like 1	PKH1	YDR490C	Serine/threonine-protein kinase PKH1	2.995221
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	RLM1	YPL089C	Transcription factor RLM1	2.995221
MKK1	YOR231W	MAP kinase kinase MKK1/SSP32	SEC28	YIL076W	Coatomer subunit epsilon	2.995221
MKK1	YOR231W	MAP kinase kinase MKK1/SSP32	NA	YMR295C	Uncharacterized protein YMR295C	2.995221
TEL1	YBL088C	Serine/threonine-protein kinase TEL1	NUP2	YLR335W	Nucleoporin NUP2	2.98951
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	BEM2	YER155C	GTPase-activating protein BEM2/IPL2	2.988067
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	2.988067
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	MPS1	YDL028C	Serine/threonine-protein kinase MPS1	2.988067
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	ROM2	YLR371W	RHO1 GDP-GTP exchange protein 2	2.988067
BUB1	YGR188C	Checkpoint serine/threonine-protein kinase BUB1	SPC105	YGL093W	Spindle pole body component SPC105	2.988067
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	BNI5	YNL166C	Bud neck protein 5	2.966411
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	BNI5	YNL166C	Bud neck protein 5	2.966411
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	BUD8	YLR353W	Bud site selection protein 8	2.966411
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	NA	YMR295C	Uncharacterized protein YMR295C	2.966411
CDC28	YBR160W	Cyclin-dependent kinase 1	BUD2	YKL092C	Inhibitory regulator protein BUD2/CLA2	2.96066
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	CNA1	YLR433C	Serine/threonine-protein phosphatase 2B catalytic subunit A1	2.96066
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	CRZ1	YNL027W	Transcriptional regulator CRZ1	2.96066
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	HOG1	YLR113W	Mitogen-activated protein kinase HOG1	2.96066
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	PBS2	YJL128C	MAP kinase kinase PBS2	2.96066
CDC28	YBR160W	Cyclin-dependent kinase 1	SAC3	YDR159W	Nuclear mRNA export protein SAC3	2.96066
CBK1	YNL161W	Serine/threonine-protein kinase CBK1	YPS1	YLR120C	Aspartic proteinase 3 precursor	2.96066
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	BMH1	YER177W	Protein BMH1	2.951421
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	BMH2	YDR099W	Protein BMH2	2.951421
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	CDC37	YDR168W	Hsp90 co-chaperone Cdc37	2.951421
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	MET30	YIL046W	F-box protein MET30	2.951421
STE11	YLR362W	Serine/threonine-protein kinase STE11	SHO1	YER118C	High osmolarity signaling protein SHO1	2.951421
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	SKM1	YOL113W	Serine/threonine-protein kinase SKM1	2.951421
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	SSE1	YPL106C	Heat shock protein homolog SSE1	2.951421
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	SSN3	YPL042C	Meiotic mRNA stability protein kinase SSN3	2.951421
STE11	YLR362W	Serine/threonine-protein kinase STE11	STE5	YDR103W	Protein STE5	2.951421
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	TSC11	YER093C	Target of rapamycin complex 2 subunit TSC11	2.951421
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	CYC8	YBR112C	General transcriptional corepressor CYC8	2.94115
SSN3	YPL042C	Meiotic mRNA stability protein kinase SSN3	SRB2	YHR041C	Mediator of RNA polymerase II transcription subunit 20	2.927159
SKY1	YMR216C	Serine/threonine-protein kinase SKY1	PTK2	YJR059W	Serine/threonine-protein kinase PTK2/STK2	2.919504
PTK2	YJR059W	Serine/threonine-protein kinase PTK2/STK2	SKY1	YMR216C	Serine/threonine-protein kinase SKY1	2.919504
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	CHS7	YHR142W	Chitin synthase export chaperone	2.91859
PKC1	YBL105C	Protein kinase C-like 1	BCK2	YER167W	Protein BCK2	2.9123
SGV1	YPR161C	Serine/threonine-protein kinase BUR1	CAK1	YFL029C	Serine/threonine-protein kinase CAK1	2.9123
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	CDC13	YDL220C	Cell division control protein 13	2.9123
KIN28	YDL108W	Serine/threonine-protein kinase KIN28	CDC37	YDR168W	Hsp90 co-chaperone Cdc37	2.9123
CDC15	YAR019C	Cell division control protein 15	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	2.9123
PKC1	YBL105C	Protein kinase C-like 1	DSK2	YMR276W	Ubiquitin domain-containing protein DSK2	2.9123
HAL5	YJL165C	Serine/threonine-protein kinase HAL5	ENA1	YDR040C	Sodium transport ATPase 1	2.9123
SAT4	YCR008W	Serine/threonine-protein kinase HAL4/SAT4	ENA1	YDR040C	Sodium transport ATPase 1	2.9123
YCK2	YNL154C	Casein kinase I homolog 2	GCS1	YDL226C	ADP-ribosylation factor GTPase-activating protein GCS1	2.9123
YCK1	YHR135C	Casein kinase I homolog 1	GCS1	YDL226C	ADP-ribosylation factor GTPase-activating protein GCS1	2.9123
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	GRX3	YDR098C	Monothiol glutaredoxin-3	2.9123
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	GRX4	YER174C	Monothiol glutaredoxin-4	2.9123
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	KAR1	YNL188W	Cell division control protein KAR1	2.9123
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	KAR1	YNL188W	Cell division control protein KAR1	2.9123
PKC1	YBL105C	Protein kinase C-like 1	KAR1	YNL188W	Cell division control protein KAR1	2.9123
PKC1	YBL105C	Protein kinase C-like 1	KRE6	YPR159W	Beta-glucan synthesis-associated protein KRE6	2.9123
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	MAD2	YJL030W	Mitotic spindle checkpoint component MAD2	2.9123
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	PCL2	YDL127W	PHO85 cyclin-2	2.9123
YPK1	YKL126W	Serine/threonine-protein kinase YPK1	PLB1	YMR008C	Lysophospholipase 1 {ECO:0000303|PubMed:8051052} precursor	2.9123
CTK1	YKL139W	CTD kinase subunit alpha	PTI1	YGR156W	Protein PTI1	2.9123
PKC1	YBL105C	Protein kinase C-like 1	RAD23	YEL037C	UV excision repair protein RAD23	2.9123
TOS3	YGL179C	Serine/threonine-protein kinase TOS3	SAK1	YER129W	SNF1-activating kinase 1	2.9123
TPK1	YJL164C	cAMP-dependent protein kinase type 1	SCH9	YHR205W	Serine/threonine-protein kinase SCH9	2.9123
MKK1	YOR231W	MAP kinase kinase MKK1/SSP32	SDP1	YIL113W	Dual-specificity protein phosphatase SDP1	2.9123
IRE1	YHR079C	Serine/threonine-protein kinase/endoribonuclease IRE1 precursor	SEC13	YLR208W	Protein transport protein SEC13	2.9123
IRE1	YHR079C	Serine/threonine-protein kinase/endoribonuclease IRE1 precursor	SEC16	YPL085W	COPII coat assembly protein SEC16	2.9123
IRE1	YHR079C	Serine/threonine-protein kinase/endoribonuclease IRE1 precursor	SEC23	YPR181C	Protein transport protein SEC23	2.9123
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	SGD1	YLR336C	Suppressor of glycerol defect protein 1	2.9123
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	SNM1	YDR478W	Ribonuclease MRP protein subunit SNM1	2.9123
DBF2	YGR092W	Cell cycle protein kinase DBF2	SPO12	YHR152W	Sporulation-specific protein 12	2.9123
CDC15	YAR019C	Cell division control protein 15	SPO12	YHR152W	Sporulation-specific protein 12	2.9123
CDC15	YAR019C	Cell division control protein 15	STE20	YHL007C	Serine/threonine-protein kinase STE20	2.9123
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	TEM1	YML064C	Protein TEM1	2.9123
SAK1	YER129W	SNF1-activating kinase 1	TOS3	YGL179C	Serine/threonine-protein kinase TOS3	2.9123
SCH9	YHR205W	Serine/threonine-protein kinase SCH9	TPK1	YJL164C	cAMP-dependent protein kinase type 1	2.9123
MKK1	YOR231W	MAP kinase kinase MKK1/SSP32	NBP2	YDR162C	NAP1-binding protein 2	2.907449
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	NBP2	YDR162C	NAP1-binding protein 2	2.907449
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	VPS51	YKR020W	Vacuolar protein sorting-associated protein 51	2.888649
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	MCK1	YNL307C	Protein kinase MCK1	2.879348
ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	ATG23	YLR431C	Autophagy-related protein 23	2.85315
IPL1	YPL209C	Spindle assembly checkpoint kinase	BOI1	YBL085W	Protein BOB1	2.85315
IPL1	YPL209C	Spindle assembly checkpoint kinase	BOI2	YER114C	Protein BOI2	2.85315
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	BUB3	YOR026W	Cell cycle arrest protein BUB3	2.85315
PKH1	YDR490C	Serine/threonine-protein kinase PKH1	CAN1	YEL063C	Arginine permease	2.85315
PKH2	YOL100W	Serine/threonine-protein kinase PKH2	CAN1	YEL063C	Arginine permease	2.85315
YCK2	YNL154C	Casein kinase I homolog 2	CDC12	YHR107C	Cell division control protein 12	2.85315
YCK1	YHR135C	Casein kinase I homolog 1	CDC12	YHR107C	Cell division control protein 12	2.85315
CDC28	YBR160W	Cyclin-dependent kinase 1	CDC42	YLR229C	Cell division control protein 42 precursor	2.85315
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	2.85315
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	CHS2	YBR038W	Chitin synthase 2	2.85315
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	CHS2	YBR038W	Chitin synthase 2	2.85315
SPS1	YDR523C	Sporulation-specific protein 1	CHS3	YBR023C	Chitin synthase 3 {ECO:0000303|PubMed:2050737}	2.85315
ARK1	YNL020C	Actin-regulating kinase 1	CLC1	YGR167W	Clathrin light chain	2.85315
PRK1	YIL095W	Actin-regulating kinase PRK1	CLC1	YGR167W	Clathrin light chain	2.85315
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	CRF1	YDR223W	Transcription factor CRF1	2.85315
CDC15	YAR019C	Cell division control protein 15	DBF20	YPR111W	Serine/threonine-protein kinase DBF20	2.85315
ELM1	YKL048C	Serine/threonine-protein kinase ELM1	ELM1	YKL048C	Serine/threonine-protein kinase ELM1	2.85315
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	FPR3	YML074C	FK506-binding nuclear protein	2.85315
