oln_id_a	oln_id_b
YJR028W	YLR227W-B
YDR365W-B	YPR158C-C
YBL100W-B	YDR261W-A
YER137C-A	YMR045C
YDR261W-A	YGR161C-C
YHR092C	YMR011W
YLR410W-B	YMR045C
YNR060W	YOR381W
YOL055C	YPL258C
YFL011W	YJL219W
YBR084W	YGR204W
YDR261C-C	YHR214C-C
YBL100W-B	YML045W
YER138C	YJR027W
YER159C-A	YPL257W-A
YFL011W	YHR094C
YGL031C	YGR148C
YFL002W-B	YOR192C-B
YDL245C	YLR081W
YBR012W-B	YDR261C-D
YAR027W	YGL053W
YER138C	YML040W
YCL067C	YCR096C
YLR157C-A	YPR158W-B
YNL054W-A	YPL257W-B
YAR009C	YDR261C-D
YDR365W-A	YML045W-A
YBL005W-B	YOR142W-B
YBL100W-A	YLR410W-A
YMR046C	YPR137C-A
YDR316W-B	YML045W
YOR343W-B	YPR137C-B
YFL020C	YKL224C
YMR050C	YPL257W-B
YDR034C-C	YLR410W-B
YML040W	YOR343W-A
YDR365W-A	YHR214C-C
YDR098C-B	YOL103W-B
YLR227W-A	YLR227W-B
YHR047C	YKL157W
YPR158C-C	YPR158W-A
YGL053W	YGR295C
YLR157C-A	YMR045C
YDR210W-B	YDR261W-B
YHR214C-C	YLR256W-A
YDR210C-D	YLR256W-A
YPL283C	YPR202W
YGR027W-B	YLR035C-A
YGR038C-B	YLR256W-A
YDR210C-C	YDR261C-C
YDR210C-C	YNL284C-B
YBL005W-A	YDR261W-A
YHR214C-C	YML045W
YAR009C	YOR192C-B
YDR034C-C	YLR157C-A
YBL005W-A	YOR142W-A
YLR410W-B	YPR158W-B
YDR261C-D	YER137C-A
YER137C-A	YLR157C-A
YGR038C-B	YML045W
YDR210C-D	YML045W
YDR261C-C	YML045W-A
YDR210C-C	YDR365W-A
YBR012W-B	YOR192C-B
YGL076C	YPL198W
YDR316W-B	YLR256W-A
YGL008C	YPL036W
YJR028W	YOR142W-B
YML045W-A	YOR142W-A
YER160C	YJR029W
YBL005W-A	YPR137C-A
YBR298C	YGR289C
YDR210C-D	YGR161C-D
YGR161C-C	YLR410W-A
YDR034C-D	YPL257W-B
YGR038C-B	YGR161C-D
YML045W-A	YPR137C-A
YDR034C-C	YGR161C-C
YDR098C-B	YER138C
YDR316W-B	YOL103W-A
YNL284C-A	YOL103W-A
YGR161W-B	YJR029W
YFL002W-A	YOR343W-B
YGR027W-B	YMR046C
YER137C-A	YGR161C-C
YBR012W-A	YDR034C-C
YBR012W-A	YER137C-A
YDR316W-B	YGR161C-D
YBL005W-B	YHR214C-B
YDR418W	YEL054C
YDR316W-A	YMR050C
YHR214C-C	YOL103W-A
YDR343C	YMR011W
YDR341C	YHR091C
YGR038C-B	YOL103W-A
YDR365W-B	YPL257W-B
YGR038C-A	YML045W-A
YDR210C-D	YOL103W-A
YGR038C-A	YHR214C-C
YHR211W	YKR102W
YER159C-A	YPR137C-B
YFL002W-A	YPR158C-D
YBR302C	YGL053W
YGR161C-D	YGR161W-B
YEL076C-A	YNL339C
YCL020W	YLR410W-A
YDR034C-C	YDR210W-B
YER189W	YHL049C
YBL113C	YHL050C
YDR261W-A	YLR410W-B
YBL005W-A	YBL100W-A
YGR027W-A	YLR227W-A
YMR046C	YOR142W-A
YBL005W-B	YGR038C-A
YLR035C-A	YOR192C-B
YDR261W-B	YLR410W-A
YER190W	YLL066C
YDR545W	YER190W
YER074W	YIL069C
YHR094C	YJL214W
YLL064C	YLR037C
YDR261W-A	YLR157C-A
YDR261C-D	YDR261W-B
YAR010C	YDR210W-A
YEL075C	YIL177C
YBL100W-B	YGR161C-D
YEL063C	YNL270C
YFL066C	YLL066C
YDR098C-B	YDR210C-C
YER138C	YGR038C-B
YMR050C	YPR158C-C
YAR010C	YDR261C-C
YAR010C	YNL284C-B
YOR142W-A	YPR158W-B
YBL005W-B	YDR098C-B
YCR107W	YDL243C
YFL064C	YOR396W
YER138C	YNL284C-A
YDR261W-A	YGR027W-A
YFL020C	YOR394W
YAR033W	YGL263W
YAR010C	YDR365W-A
YBR302C	YNR075W
YJR027W	YPR158W-A
YER160C	YLR035C-A
YDR316W-A	YPR158C-D
YDR210W-B	YLR410W-A
YHR214C-B	YHR214C-C
YIL120W	YIL121W
YML040W	YNL054W-A
YFL064C	YPR202W
YBR012W-B	YJR026W
YCL020W	YER137C-A
YCL020W	YDR034C-C
YGR161W-B	YLR035C-A
YDR316W-B	YPR137C-A
YNL284C-A	YPR137C-A
YML045W-A	YOL103W-A
YDR098C-A	YPL257W-A
YDR545W	YFL065C
YLL067C	YPR204W
YHR214C-B	YML045W-A
YML040W	YPR158W-A
YLR460C	YNL134C
YBR012W-A	YLR410W-A
YHR219W	YLR466W
YIL176C	YJL223C
YHL050C	YML133C
YBL005W-A	YOL103W-A
YJR027W	YNL054W-A
YFL002W-A	YMR050C
YDR365W-B	YFL002W-A
YFL002W-B	YOR192C-A
YLR157C-B	YPR137C-B
YBL111C	YIL177C
YBL100W-A	YDR261W-B
YAR010C	YDR170W-A
YBL005W-A	YGR161C-D
YFL065C	YOR396W
YGR292W	YJL221C
YHR214C-C	YPR137C-A
YFL002W-B	YJR026W
YGR161C-D	YJR028W
YAR009C	YML039W
YGR038C-B	YPR137C-A
YDR345C	YOL156W
YFL002W-B	YGR161W-A
YDR034C-D	YFL002W-A
YDR210C-D	YPR137C-A
YLR227W-B	YNL284C-B
YBL027W	YBR084C-A
YGR136W	YPR154W
YNL054W-A	YPR158C-C
YOR247W	YPL163C
YBR012W-B	YML039W
YEL049W	YJL223C
YBL005W-B	YJR029W
YDR316W-A	YML045W
YJR026W	YMR045C
YDR406W	YPL058C
YHR219W	YNL339C
YCL073C	YKR106W
YML100W	YMR261C
YLR467W	YNL339C
YDR210W-B	YLR157C-B
YMR046C	YPR158C-D
YER137C-A	YLR227W-A
YER160C	YHR214C-B
YDL248W	YNR075W
YBL100W-A	YGR161W-B
YML045W	YMR045C
YDR034C-C	YLR227W-A
YBR012W-B	YCL019W
YDR261C-D	YJR028W
YBR012W-A	YER159C-A
YJR029W	YOR192C-B
YBR012W-B	YDR098C-A
YGR161W-B	YHR214C-B
YAR009C	YCL019W
YER189W	YFL064C
YDR316W-A	YLR256W-A
YLR256W-A	YPR158W-B
YAR029W	YAR033W
YFL065C	YLL066C
YGR294W	YOR394W
YLR256W-A	YMR045C
YGR027W-B	YLR227W-B
YAR028W	YAR029W
YCL020W	YDR034C-D
YDL245C	YHR094C
YJR028W	YJR029W
YBR189W	YPL081W
YLR157C-B	YPL257W-B
YML045W	YPR158W-B
YJL139C	YKR061W
YER160C	YGR038C-A
YEL077C	YLL067C
YFL066C	YOR396W
YGR027W-A	YGR161C-C
YHL033C	YLL045C
YGR143W	YPR159W
YJR026W	YPR158W-B
YFL011W	YLR081W
YDR261W-B	YDR365W-B
YDR542W	YLR037C
YAR010C	YFL002W-B
YBR012W-A	YLR157C-B
YDR170W-A	YOL103W-B
YDR261C-D	YGR161W-B
YMR046C	YMR050C
YDR034C-D	YPR137C-B
YPL257W-B	YPR158C-D
YBL100W-A	YJR028W
YDR261C-D	YER160C
YFL002W-B	YPR158W-A
YGR161W-A	YLR157C-A
YDL245C	YJR158W
YLR157C-A	YLR227W-A
YEL049W	YHL046C
YJR029W	YMR051C
YJR027W	YML039W
YLR157C-C	YLR159C-A
YBR092C	YBR093C
YDR098C-B	YML045W-A
YLL066C	YLR467W
YMR050C	YPL257W-A
YML039W	YMR045C
YJR026W	YLR157C-A
YML040W	YOR192C-A
YDR502C	YLR180W
YGR161C-C	YLR157C-B
YBR012W-B	YNL054W-A
YDR210C-C	YGR038C-B
YDR210W-B	YDR365W-B
YGR161W-A	YLR410W-B
YBL005W-B	YLR035C-A
YCL020W	YER159C-A
YDR365W-B	YPR137C-B
YNL284C-B	YOL103W-B
YDR261C-C	YOL103W-B
YER190W	YOR396W
YLR227W-B	YML040W
YBL079W	YER105C
YDR210C-C	YDR316W-B
YDR210C-C	YNL284C-A
YHR092C	YJL214W
YDL248W	YGL053W
YDR011W	YOR328W
YDR261W-B	YLR157C-B
YGR027W-B	YOR142W-B
YFL062W	YHL044W
YBR012W-A	YDR365W-B
YER159C-A	YPL257W-B
YNL014W	YPL226W
YIR041W	YOR394W
YNR076W	YPL282C
YDR098C-A	YPR158C-C
YBR012W-B	YPR158W-A
YBR299W	YIL172C
YAR010C	YML040W
YLL066W-B	YLR466C-B
YFL002W-A	YML045W
YML039W	YPR158W-B
YHL035C	YKR103W
YNL054W-A	YPL257W-A
YDR316W-A	YOR142W-A
YBR301W	YGL261C
YCR010C	YNR002C
YDR098C-B	YHR214C-C
YDR098C-B	YDR210C-D
YAR010C	YJR027W
YDR365W-A	YOL103W-B
YNL339C	YPR204W
YFL062W	YKL219W
YFL002W-B	YNL054W-A
YFL062W	YJR161C
YAR009C	YOL103W-B
YBR012W-A	YGR038C-A
YDR261C-C	YNL054W-A
YLR464W	YNL339C
YDR098C-A	YMR045C
YLR227W-B	YML045W
YDR316W-A	YFL002W-B
YBR012W-B	YOL103W-B
YEL049W	YIR041W
YPR158C-D	YPR158W-B
YDR210W-B	YHR214C-B
YER160C	YLR157C-B
YDR261C-D	YOR142W-B
YDR365W-A	YPR158W-A
YNL302C	YOL121C
YAR023C	YAR028W
YDR261W-A	YPL257W-A
YDR098C-B	YOR192C-B
YER159C-A	YGR161C-C
YGR087C	YLR134W
YGR161C-D	YMR046C
YGR161W-B	YLR157C-B
YCL019W	YMR045C
YLR227W-B	YLR256W-A
YDR210C-C	YPR137C-A
YOR142W-A	YPL257W-A
YAR023C	YAR031W
YCL019W	YPR158W-B
YDL229W	YNL209W
YML039W	YPR158C-C
YJR150C	YLR037C
YAR010C	YLR256W-A
YLR466W	YPR204W
YDR545W	YPR202W
YMR046C	YNL284C-B
YDR365W-A	YNL054W-A
YEL049W	YGR294W
YHL049C	YPR202W
YDR545W	YOR396W
YGR027W-B	YGR161W-B
YAR010C	YML045W
YHL049C	YOR396W
YMR045C	YPL257W-B
YFL002W-A	YJR027W
YBR140C	YOL081W
YDL075W	YLR406C
YER137C-A	YPR137C-B
YAR031W	YCR007C
YDR098C-A	YGR027W-A
YDR098C-A	YPR158W-B
YIL089W	YLR036C
YLR227W-A	YLR410W-A
YDR261C-C	YPR158W-A
YDR098C-B	YDR261C-D
YNL284C-B	YPR158W-A
YBL005W-B	YER137C-A
YFL011W	YJL214W
YBR012W-A	YHR214C-B
YAR010C	YDR261W-A
YDR316W-A	YJR027W
YLR410W-B	YPR137C-B
YLL064C	YPL282C
YDR135C	YLL048C
YLL064C	YLR461W
YAR010C	YOR142W-A
YJR029W	YML045W-A
YLR037C	YPL282C
YIL173W	YNR065C
YCL019W	YLR410W-B
YLR037C	YLR461W
YGR027W-A	YPL257W-B
YPR137C-B	YPR158C-D
YDR098C-B	YMR051C
YIL177C	YPL283C
YJL045W	YKL148C
YCL020W	YGR038C-A
YGL053W	YHL043W
YLR256W-A	YPR158C-C
YBL112C	YFL066C
YDR098C-A	YLR157C-A
YGR118W	YPR132W
YOR142W-B	YPR158C-D
YGR161C-C	YHR214C-B
YAR028W	YCR007C
YDR261C-D	YLR227W-B
YGR038C-A	YOR343W-A
YOR343W-B	YPR158W-B
YOR192C-A	YPR158C-C
YDR316W-A	YML040W
YEL049W	YFL020C
YDR170W-A	YPR158W-A
YDR541C	YOL151W
YHR092C	YLR081W
YGR161W-A	YPR158C-C
YJR028W	YLR410W-A
YDR261W-B	YHR214C-B
YLR157C-A	YPR137C-B
YAR027W	YDL248W
YDR170W-A	YNL054W-A
YBL113C	YML133C
YGR027W-B	YJR028W
YDR210W-A	YOR192C-A
YBR012W-A	YDR098C-B
YGR295C	YHL044W
YOL103W-B	YPR158W-A
YJR026W	YPR158C-C
YDR210C-C	YGR161C-D
YIL177C	YLR462W
YLR227W-B	YOR142W-A
YBL113C	YEL077C
YDR343C	YFL011W
YGR295C	YKL219W
YDR210W-A	YGR161W-A
YIL105C	YNL047C
YDR542W	YEL049W
YDR210W-A	YJR026W
YOR229W	YOR230W
YDR210C-C	YOL103W-A
YGR295C	YJR161C
YML045W	YPR158C-C
YJR158W	YLR081W
YBL111C	YLL067C
YFL002W-A	YFL002W-B
YOR142W-B	YOR343W-B
YDR365W-B	YLR227W-A
YIL176C	YKL224C
YDR365W-A	YML039W
YFL002W-A	YNL284C-B
YML040W	YOL103W-B
YDR034C-C	YFL002W-A
YAL068C	YGL261C
YER159C-A	YLR227W-A
YLR410W-B	YPL257W-B
YBL100W-B	YGR038C-B
YER138C	YPR137C-A
YNL336W	YNR075W
YDR261C-C	YJR026W
YER190W	YFL065C
YGR027W-A	YPR137C-B
YLR081W	YNR072W
YBL100W-B	YDR316W-B
YDR261C-C	YGR161W-A
YMR050C	YPR158W-B
YDR343C	YJR158W
YBL005W-B	YLR157C-B
YCR007C	YDL248W
YEL049W	YKL224C
YCR102C	YNL134C
YDR261C-C	YOR192C-A
YIL014C-A	YJR108W
YOR142W-A	YPR158C-C
YLR227W-B	YMR050C
YOR011W	YOR328W
YBL075C	YER103W
YDR210W-B	YJR029W
YDR261W-A	YPR158C-C
YGR038C-A	YMR051C
YDR316W-B	YNL284C-A
YDR365W-A	YGR161W-A
YDR471W	YHR010W
YDR261W-B	YLR035C-A
YAR023C	YNR075W
YDR365W-A	YJR026W
YLR450W	YML075C
YLR157C-A	YPL257W-B
YNL054W-A	YPR158W-B
YDR316W-B	YGR038C-B
YML039W	YPL257W-A
YBL100W-A	YMR046C
YAR010C	YMR050C
YBR012W-A	YJR029W
YDR261C-C	YML039W
YHR214C-C	YNL284C-A
YJR027W	YOL103W-B
YBL005W-B	YER159C-A
YDR093W	YER166W
YGR038C-B	YNL284C-A
YJL219W	YLR081W
YDR210C-D	YDR316W-B
YDR210C-D	YNL284C-A
YGL051W	YGL053W
YGR161C-D	YLR227W-B
YJR028W	YLR157C-B
YDR365W-A	YOR192C-A
YHR214C-B	YOR192C-B
YEL077C	YIL177C
YGR287C	YJL216C
YDR210C-D	YGR038C-B
YDR034C-C	YDR316W-A
YHR094C	YLR081W
YAR009C	YBR012W-B
YDR210W-A	YPR158W-A
YBL005W-A	YDR316W-B
YBL005W-A	YNL284C-A
YGR161C-C	YJR029W
YOL103W-A	YOR142W-B
YBL005W-B	YDR034C-D
YGR121C	YPR138C
YIL177C	YJL225C
YDR098C-B	YGR027W-B
YDR542W	YPL282C
YLR256W-A	YPL257W-A
YGL051W	YNR075W
YDR542W	YLR461W
YBL005W-A	YGR038C-B
YML045W-A	YNL284C-A
YBL005W-B	YDR365W-B
YDR170W-A	YML039W
YDR210W-B	YLR035C-A
YJL129C	YKR050W
YLR157C-B	YLR227W-A
YGR161W-B	YLR410W-A
YGR292W	YOL157C
YAR023C	YGL053W
YDR034C-D	YDR210W-B
YLR227W-B	YPR158C-D
YPR158W-A	YPR158W-B
YJL034W	YLL024C
YKL224C	YOR394W
YBR181C	YPL090C
YDR545W	YLL066C
YOR192C-A	YPL257W-A
YAR010C	YPR158C-D
YDR365W-B	YGR161C-C
YIL176C	YIR041W
YER138C	YOL103W-A
YJR026W	YPL257W-A
YDR316W-A	YDR365W-A
YHR214C-B	YMR051C
YDR170W-A	YGR161W-A
YGR161W-A	YPL257W-A
YDR170W-A	YJR026W
YBL112C	YPR204W
YDR261W-B	YJR029W
YER137C-A	YPL257W-B
YCL025C	YDR046C
YDR170W-A	YOR192C-A
YDR343C	YHR094C
YML045W	YPL257W-A
YDR316W-A	YNL284C-B
YGR161C-D	YOR142W-B
YDR343C	YJL219W
YMR045C	YPR137C-B
YLR227W-B	YOR343W-B
YER138C	YGR161C-D
YMR051C	YOR142W-B
YDR210W-A	YNL054W-A
YDR261C-D	YMR046C
YBL113C	YIL177C
YDR316W-A	YGR038C-A
YBR245C	YOR304W
YDL229W	YLL024C
YER137C-A	YHR214C-C
YDR034C-C	YHR214C-C
YLR227W-A	YPR158C-D
YER190W	YGR296W
YAR010C	YLR157C-B
YBR012W-A	YFL002W-B
YGL053W	YHL048W
YLL025W	YLR037C
YLR256W-A	YOL103W-B
YDR365W-B	YOR192C-B
YDR170W-A	YMR045C
YGR027W-B	YPR137C-A
YBR191W	YPL079W
YDR365W-A	YLR157C-A
YJR028W	YMR050C
YCL020W	YML040W
YDR034C-D	YOR192C-B
YML045W-A	YMR046C
YJR091C	YPR042C
YAR028W	YGL051W
YBL005W-A	YMR046C
YDR261W-B	YJR027W
YOL103W-B	YPR158W-B
YDR542W	YIR041W
YHL050C	YLL067C
YDR261C-D	YDR316W-B
YDR261C-D	YNL284C-A
YLR035C-A	YPL257W-B
YGR161W-B	YML045W
YHL040C	YHL047C
YAL068C	YLL064C
YER159C-A	YGR027W-B
YLR466W	YPL283C
YER160C	YML045W
YDR261C-D	YGR038C-B
YIL148W	YKR094C
YJR026W	YOL103W-B
YDR170W-A	YPR158W-B
YGR038C-A	YGR161C-C
YAR010C	YER159C-A
YDR170W-A	YGR027W-A
YGL257C	YNR059W
YGR161C-C	YJR027W
YGR109W-A	YIL082W-A
YER160C	YLR256W-A
YDR545W	YLR464W
YGR161C-C	YML040W
YBL005W-B	YMR050C
YDR034C-C	YML045W-A
YIL176C	YPL282C
YCR104W	YMR325W
YDR542W	YGR294W
YDR210C-C	YER160C
YDR210W-B	YFL002W-B
YIL176C	YLR461W
YML045W	YOL103W-B
YDR261C-C	YLR157C-A
YAR028W	YNL336W
YBR001C	YDR001C
YDR316W-A	YHR214C-B
YEL069C	YHR092C
YER137C-A	YML045W-A
YDR034C-D	YDR261C-D
YBR012W-A	YJR027W
YCL020W	YFL002W-B
YIL177C	YPR204W
YCR007C	YGL263W
YFL062W	YML132W
YGR296W	YLR466W
YBR012W-B	YPR158C-C
YFL002W-A	YHR214C-B
YLR227W-A	YMR050C
YDR261C-C	YPR158W-B
YAR050W	YHR211W
YDR261C-C	YGR027W-A
YHR096C	YJL219W
YML040W	YPL257W-A
YNL284C-B	YPR158W-B
YJR029W	YPR137C-B
YBR301W	YLL025W
YDR098C-A	YPR158W-A
YDR542W	YFL020C
YJR156C	YNL332W
YAR010C	YDR365W-B
YDR365W-B	YMR051C
YDR261W-B	YFL002W-B
YLR174W	YNL009W
YBL005W-B	YOR343W-B
YAR031W	YNL336W
YDR365W-A	YMR045C
YDR170W-A	YLR157C-A
YBR012W-A	YML040W
YJR028W	YPR158C-D
YER160C	YOR142W-A
YLR260W	YOR171C
YOR204W	YPL119C
YFL002W-B	YPR158C-C
YGR027W-B	YGR161C-D
YML039W	YOL103W-B
YDR365W-A	YPR158W-B
YBL100W-A	YBL100W-B
YDR365W-A	YGR027W-A
YER159C-A	YOR343W-A
YLR462W	YNL339C
YOR011W	YOR153W
YDR098C-B	YLR227W-A
YLL015W	YLL048C
YOR151C	YOR207C
YDR210C-C	YJR028W
YDR210C-D	YMR046C
YIL009W	YOR317W
YGR038C-B	YMR046C
YLR157C-A	YML045W-A
YBL112C	YJL225C
YFL052W	YGR288W
YHR214C-C	YMR046C
YDR098C-A	YNL054W-A
YAR031W	YGL051W
YDR210W-B	YJR027W
YBL100W-A	YNL284C-A
YHL044W	YHL048W
YDR261C-C	YMR045C
YNL054W-A	YOR192C-A
YBL005W-B	YPR158C-D
YGR027W-B	YOL103W-A
YJR027W	YPL257W-A
YPR158C-D	YPR158W-A
YDL244W	YJR156C
YDR316W-B	YMR046C
YAL067W-A	YNR075C-A
YFL066C	YGR296W
YEL063C	YNL268W
YHR214C-C	YOR142W-B
YDR542W	YKL224C
YGR038C-B	YOR142W-B
YAL064C-A	YHR213W
YDR034C-D	YOR343W-A
YFR031C-A	YIL018W
YGR027W-A	YML045W-A
YJL214W	YNR072W
YDR210C-D	YOR142W-B
YBR012W-A	YDR210W-A
YJR029W	YPL257W-B
YDR312W	YHR066W
YCL020W	YDR170W-A
YGR296W	YHR218W
YAL005C	YJL034W
YFL002W-A	YLR035C-A
YBR066C	YDR043C
YJR028W	YML045W
YDR316W-B	YOR142W-B
YNL284C-A	YOR142W-B
YJR028W	YLR256W-A
YOR343W-A	YPR137C-A
YFL064C	YGR296W
YDR541C	YGL157W
YGR161C-C	YNL284C-B
YDR342C	YNR072W
YFL065C	YGR296W
YLR227W-A	YOR142W-A
YAR010C	YDR034C-C
YAR010C	YER137C-A
YDR261W-B	YNL284C-B
YER138C	YGR161W-B
YER159C-A	YMR051C
YGR296W	YNL339C
YIL060W	YOR192C-C
YBL005W-B	YML045W
YER138C	YER160C
YDR316W-A	YJR029W
YFL059W	YNL333W
YCL020W	YDR365W-A
YBL005W-B	YLR256W-A
YBL005W-A	YLR227W-B
YBR297W	YPR196W
YIL014C-A	YIL102C
YDR034C-C	YDR210C-C
YGR038C-A	YLR227W-A
YHL035C	YLL015W
YER160C	YMR050C
YFL062W	YGR295C
YAR027W	YGL263W
YDR210W-A	YGR027W-A
YAR031W	YBR302C
YCL020W	YDR261C-C
YGR027W-A	YHR214C-C
YLR157C-B	YOR192C-B
YBL100W-B	YOR142W-B
YBL111C	YPR203W
YGR161W-B	YMR050C
YBR012W-B	YPL257W-A
YDR210W-A	YLR157C-A
YML040W	YPR158C-C
YHR214C-C	YLR227W-B
YDR210C-D	YLR227W-B
YGR161C-D	YNL284C-A
YBR012W-A	YDR170W-A
YCL019W	YML039W
YDR210W-B	YNL284C-B
YGR038C-B	YLR227W-B
YCL020W	YDR210W-A
YDR034C-D	YGR027W-B
YOR396W	YPR202W
YHR214C-B	YLR227W-A
YLR410W-A	YML045W-A
YMR051C	YNL284C-A
YLR227W-A	YLR256W-A
YDR210W-A	YLR410W-B
YAL054C	YLR153C
YEL049W	YLR461W
YAR028W	YBR302C
YDR316W-B	YLR227W-B
YEL049W	YPL282C
YLR227W-A	YML045W
YDR098C-B	YDR210W-B
YER160C	YOR343W-B
YFL002W-A	YJR029W
YMR050C	YNL054W-A
YEL077C	YML133C
YDR098C-A	YML039W
YAR010C	YLR410W-A
YBL005W-B	YOR142W-A
YDR365W-B	YGR027W-B
YGR161W-B	YOR343W-B
YNL054W-A	YPR158W-A
YHL048W	YNR075W
YBR012W-A	YDR365W-A
YBL112C	YPL283C
YCL019W	YGR161W-A
YDR098C-A	YOR192C-A
YLR157C-B	YMR051C
YMR050C	YPR158W-A
YLR035C-A	YPR137C-B
YFL002W-B	YPL257W-A
YBR301W	YIL176C
YGL261C	YOR394W
YJR027W	YPR158C-C
YDR545W	YLR467W
YGR161W-B	YPR158C-D
YAL068C	YNR076W
YHL049C	YLR467W
YBL005W-A	YOR142W-B
YJL034W	YNL209W
YEL076C	YIL177C
YBR012W-A	YDR261C-C
YBR012W-A	YNL284C-B
YDR545W	YHR219W
YDR098C-A	YJR026W
YDR098C-B	YGR161C-C
YJR028W	YOR142W-A
YML045W-A	YOR142W-B
YER160C	YPR158C-D
YGR287C	YJL221C
YDR098C-A	YGR161W-A
YBL100W-B	YLR227W-B
YER137C-A	YER138C
YCL019W	YOR192C-A
YER138C	YJR028W
YMR323W	YOR393W
YDR210C-C	YMR046C
YDR210C-D	YJR028W
YGR038C-B	YJR028W
YMR050C	YOL103W-B
YDR261W-A	YNL054W-A
YGR161C-D	YPR137C-A
YLR156W	YLR157W-D
YDR098C-B	YPL257W-B
YGR027W-A	YMR051C
YHR214C-C	YJR028W
YLR410W-B	YOR343W-A
YBL111C	YML133C
YLR227W-A	YML040W
YLL066C	YOR396W
YDR034C-D	YER138C
YDR261W-B	YPR158C-D
YHL050C	YIL177C
YMR051C	YPR137C-A
YDR316W-A	YER137C-A
YML040W	YPR158W-B
YNL284C-B	YPL257W-A
YDR261C-C	YPL257W-A
YDR365W-B	YER138C
YBL113C	YLL067C
YGR038C-A	YPR137C-B
YLR410W-A	YOR192C-B
YDR316W-B	YJR028W
YER159C-A	YHR214C-C
YER190W	YLR467W
YAR010C	YJR029W
YBR012W-A	YMR050C
YDR011W	YOR153W
YJR027W	YMR045C
YBL111C	YEL077C
YER190W	YHR219W
YFL002W-A	YLR410W-A
YMR045C	YOR192C-B
YJR027W	YPR158W-B
YLR157C-A	YOR343W-A
YBL005W-A	YER160C
YDR261W-B	YOR343W-B
YDR210W-B	YMR050C
YER159C-A	YML045W-A
YML040W	YMR045C
YDL247W	YJR160C
YGR292W	YJL216C
YHR218W	YJL225C
YJL225C	YNL339C
YER137C-A	YGR027W-B
YOL103W-A	YPR137C-A
YOR142W-A	YPR158W-A
YCL020W	YOR343W-B
YIL151C	YKR096W
YGR161C-C	YPR158C-D
YPL257W-A	YPR137C-B
YNL087W	YOR086C
YNL054W-A	YOL103W-B
YDL245C	YDR343C
YDR261W-A	YPR158W-A
YER138C	YLR227W-B
YAL068C	YLL025W
YDR365W-A	YPL257W-A
YDR316W-B	YGR161W-B
YLR256W-A	YOR192C-A
YML133C	YPR203W
YMR230W	YOR293W
YIL176C	YLR037C
YDR316W-B	YER160C
YDR261W-B	YMR050C
YJR027W	YLR410W-B
YER189W	YPL283C
YOL103W-B	YPL257W-A
YDR210W-B	YOR343W-B
YLR410W-A	YMR051C
YDR098C-B	YDR316W-A
YDR436W	YML016C
YGR161W-B	YNL284C-B
YDR210C-D	YER160C
YJR028W	YML040W
YGR038C-B	YGR161W-B
YJR027W	YLR157C-A
YBR012W-A	YPR158C-D
YBR301W	YLL064C
YDR210C-D	YGR161W-B
YOR389W	YPL277C
YEL075C	YML133C
YER160C	YNL284C-B
YJR026W	YML039W
YCR005C	YNR001C
YGR287C	YOL157C
YHR001W	YKR003W
YOR256C	YPL176C
YLR157W-E	YLR159W
YER189W	YLR462W
YLR157C-B	YML045W-A
YMR051C	YOL103W-A
YDR210W-A	YPR158C-C
YDR210W-B	YPR158C-D
YJR026W	YOR192C-A
YGR027C	YLR333C
YBL100W-B	YER160C
YER056C	YER060W-A
YDR316W-A	YLR410W-A
YBL100W-B	YGR161W-B
YHR214C-B	YPR137C-B
YGR161C-D	YOL103W-A
YGR161W-A	YOR192C-A
YBL005W-B	YJR027W
YFL066C	YLR467W
YLL067C	YPL283C
YER137C-A	YOR343W-A
YLL025W	YPL282C
YLL025W	YLR461W
YGR161W-A	YJR026W
YHL046C	YOR394W
YBL005W-A	YJR028W
YDR098C-B	YFL002W-A
YDR034C-C	YOR343W-A
YGR161C-C	YMR050C
YBL005W-B	YML040W
YDR170W-A	YPL257W-A
YER138C	YOR142W-B
YNL104C	YOR108W
YLR256W-A	YML039W
YMR045C	YMR051C
YDR342C	YHR092C
YAR027W	YAR033W
YBR301W	YNR076W
YKR089C	YOR081C
YLR410W-A	YOR343W-A
YBR012W-A	YML045W
YFL064C	YLR467W
YML039W	YPR158W-A
YAR028W	YHL048W
YDR261C-D	YOL103W-A
YDR261W-A	YGR161W-A
YGR027W-A	YGR027W-B
YAR010C	YHR214C-B
YFL004W	YPL019C
YDR261W-A	YJR026W
YAR009C	YPR158W-B
YBL100W-B	YDR261W-B
YDR261C-D	YGR161C-D
YDR261W-A	YOR192C-A
YLR287C-A	YOR182C
YDR542W	YJL223C
YEL077C	YHL050C
YER138C	YMR046C
YLR410W-B	YOR192C-B
YDR261C-C	YPR158C-C
YNL284C-B	YPR158C-C
YBR012W-B	YPR158W-B
YDL085W	YMR145C
YDR316W-A	YER159C-A
YHR179W	YPL171C
YMR325W	YOL161C
YAL068C	YIL176C
YBR012W-B	YGR027W-A
YHR218W	YLR462W
YOR142W-A	YOR192C-A
YBR012W-A	YLR256W-A
YGR161C-C	YOR142W-A
YAR033W	YDL248W
YOR231W	YPL140C
YLR227W-A	YNL284C-B
YBR012W-B	YMR045C
YHR096C	YMR011W
YEL049W	YLR037C
YHR214C-B	YPL257W-B
YDR098C-A	YOL103W-B
YDR210C-D	YDR261W-B
YAR009C	YMR045C
YDR210C-C	YLR227W-B
YER056C	YER060W
