motif_type edge_type counts
PKD None 494
PKU None 1461
PP None 5347
TDP None 588
TUTU None 3090
KUKU None 1220
PKD None 506
PKU None 1562
PP None 5515
TDP None 647
TUTU None 3126
KUKU None 1201
PKD None 496
PKU None 1685
PP None 5495
TDP None 630
TUTU None 3226
KUKU None 1243
PKD None 496
PKU None 1403
PP None 5293
TDP None 685
TUTU None 3370
KUKU None 1356
PKD None 439
PKU None 1596
PP None 5406
TDP None 732
TUTU None 3260
KUKU None 1220
PKD None 471
PKU None 1479
PP None 5406
TDP None 670
TUTU None 3215
KUKU None 1183
PKD None 508
PKU None 1429
PP None 5396
TDP None 657
TUTU None 2995
KUKU None 1225
PKD None 497
PKU None 1492
PP None 5112
TDP None 660
TUTU None 3268
KUKU None 1140
PKD None 447
PKU None 1503
PP None 5375
TDP None 701
TUTU None 2999
KUKU None 1201
PKD None 450
PKU None 1507
PP None 5467
TDP None 615
TUTU None 3269
KUKU None 1232
PKD None 417
PKU None 1512
PP None 5319
TDP None 659
TUTU None 3128
KUKU None 1126
PKD None 479
PKU None 1427
PP None 5217
TDP None 568
TUTU None 3071
KUKU None 1336
PKD None 453
PKU None 1517
PP None 5481
TDP None 626
TUTU None 3291
KUKU None 1249
PKD None 463
PKU None 1450
PP None 5312
TDP None 672
TUTU None 3127
KUKU None 1281
PKD None 488
PKU None 1673
PP None 5245
TDP None 728
TUTU None 3219
KUKU None 1244
PKD None 446
PKU None 1448
PP None 5476
TDP None 706
TUTU None 3313
KUKU None 1119
PKD None 448
PKU None 1409
PP None 5248
TDP None 676
TUTU None 2928
KUKU None 1194
PKD None 489
PKU None 1567
PP None 5218
TDP None 636
TUTU None 3105
KUKU None 1205
PKD None 482
PKU None 1465
PP None 5139
TDP None 621
TUTU None 2994
KUKU None 1213
PKD None 493
PKU None 1453
PP None 5268
TDP None 675
TUTU None 2961
KUKU None 1208
PKD None 424
PKU None 1537
PP None 5362
TDP None 667
TUTU None 3476
KUKU None 1233
PKD None 450
PKU None 1480
PP None 5201
TDP None 613
TUTU None 3415
KUKU None 1214
PKD None 517
PKU None 1746
PP None 5442
TDP None 635
TUTU None 3148
KUKU None 1171
PKD None 464
PKU None 1399
PP None 5075
TDP None 678
TUTU None 3222
KUKU None 1174
PKD None 482
PKU None 1501
PP None 5312
TDP None 649
TUTU None 3215
KUKU None 1223
PKD None 532
PKU None 1596
PP None 5381
TDP None 672
TUTU None 3244
KUKU None 1270
PKD None 477
PKU None 1424
PP None 5363
TDP None 712
TUTU None 3093
KUKU None 1251
PKD None 510
PKU None 1553
PP None 5422
TDP None 692
TUTU None 3224
KUKU None 1177
PKD None 471
PKU None 1472
PP None 5443
TDP None 661
TUTU None 3202
KUKU None 1305
PKD None 492
PKU None 1454
PP None 5190
TDP None 589
TUTU None 3090
KUKU None 1170
PKD None 516
PKU None 1429
PP None 5324
TDP None 687
TUTU None 3224
KUKU None 1166
PKD None 455
PKU None 1530
PP None 5285
TDP None 670
TUTU None 3007
KUKU None 1136
PKD None 494
PKU None 1557
PP None 5292
TDP None 660
TUTU None 3024
KUKU None 1162
PKD None 518
PKU None 1475
PP None 5279
TDP None 662
TUTU None 3283
KUKU None 1203
PKD None 455
PKU None 1542
PP None 5361
TDP None 691
TUTU None 3074
KUKU None 1252
PKD None 455
PKU None 1529
PP None 5463
TDP None 625
TUTU None 3060
KUKU None 1167
PKD None 469
PKU None 1438
PP None 5203
TDP None 688
TUTU None 3122
KUKU None 1332
PKD None 534
PKU None 1595
PP None 5677
TDP None 728
TUTU None 2961
KUKU None 1083
PKD None 462
PKU None 1361
PP None 5066
TDP None 618
TUTU None 3048
KUKU None 1201
PKD None 475
PKU None 1524
PP None 5336
TDP None 692
TUTU None 3084
KUKU None 1230
PKD None 511
PKU None 1490
PP None 5291
TDP None 667
TUTU None 3338
KUKU None 1211
PKD None 455
PKU None 1536
PP None 5428
TDP None 695
TUTU None 3022
KUKU None 1311
PKD None 494
PKU None 1639
PP None 5499
TDP None 648
TUTU None 3009
KUKU None 1383
PKD None 473
PKU None 1727
PP None 5571
TDP None 603
TUTU None 3231
KUKU None 1140
PKD None 450
PKU None 1493
PP None 5432
TDP None 689
TUTU None 3003
KUKU None 1229
PKD None 472
PKU None 1518
PP None 5400
TDP None 652
TUTU None 2943
KUKU None 1109
PKD None 495
PKU None 1477
PP None 5286
TDP None 645
TUTU None 2984
KUKU None 1321
PKD None 471
PKU None 1640
PP None 5306
TDP None 575
TUTU None 3319
KUKU None 1119
PKD None 453
PKU None 1462
PP None 5373
TDP None 597
TUTU None 3027
KUKU None 1220
PKD None 478
PKU None 1569
PP None 5413
TDP None 653
TUTU None 2972
KUKU None 1323
PKD None 440
PKU None 1491
PP None 5159
TDP None 613
TUTU None 3205
KUKU None 1200
PKD None 465
PKU None 1704
PP None 5280
TDP None 651
TUTU None 3224
KUKU None 1161
PKD None 412
PKU None 1366
PP None 5174
TDP None 648
TUTU None 3319
KUKU None 1185
PKD None 451
PKU None 1508
PP None 5374
TDP None 611
TUTU None 3037
KUKU None 1159
PKD None 485
PKU None 1560
PP None 5257
TDP None 696
TUTU None 3319
KUKU None 1214
PKD None 487
PKU None 1637
PP None 5343
TDP None 622
TUTU None 3161
KUKU None 1211
PKD None 478
PKU None 1473
PP None 5311
TDP None 698
TUTU None 3018
KUKU None 1219
PKD None 495
PKU None 1557
PP None 5339
TDP None 678
TUTU None 3185
KUKU None 1052
PKD None 468
PKU None 1436
PP None 5336
TDP None 686
TUTU None 3085
KUKU None 1246
PKD None 471
PKU None 1476
PP None 5355
TDP None 679
TUTU None 3079
KUKU None 1128
PKD None 485
PKU None 1450
PP None 5119
TDP None 652
TUTU None 3071
KUKU None 1294
PKD None 475
PKU None 1412
PP None 5371
TDP None 651
TUTU None 3295
KUKU None 1153
PKD None 503
PKU None 1485
PP None 5263
TDP None 614
TUTU None 3087
KUKU None 1181
PKD None 499
PKU None 1562
PP None 5403
TDP None 610
TUTU None 3047
KUKU None 1153
PKD None 464
PKU None 1443
PP None 5203
TDP None 655
TUTU None 3244
KUKU None 1233
PKD None 474
PKU None 1595
PP None 5387
TDP None 589
TUTU None 2998
KUKU None 1106
PKD None 482
PKU None 1514
PP None 5333
TDP None 667
TUTU None 3161
KUKU None 1181
PKD None 480
PKU None 1413
PP None 5306
TDP None 708
TUTU None 3285
KUKU None 1208
PKD None 452
PKU None 1569
PP None 5269
TDP None 644
TUTU None 3060
KUKU None 1186
PKD None 460
PKU None 1620
PP None 5323
TDP None 639
TUTU None 2979
KUKU None 1192
PKD None 449
PKU None 1493
PP None 5281
TDP None 653
TUTU None 3092
KUKU None 1321
PKD None 487
PKU None 1656
PP None 5125
TDP None 665
TUTU None 3318
KUKU None 1180
PKD None 436
PKU None 1487
PP None 5174
TDP None 706
TUTU None 3104
KUKU None 1115
PKD None 484
PKU None 1612
PP None 5180
TDP None 668
TUTU None 3178
KUKU None 1239
PKD None 460
PKU None 1527
PP None 5220
TDP None 644
TUTU None 3196
KUKU None 1325
PKD None 501
PKU None 1569
PP None 5403
TDP None 567
TUTU None 3006
KUKU None 1109
PKD None 499
PKU None 1489
PP None 5390
TDP None 682
TUTU None 3184
KUKU None 1236
PKD None 457
PKU None 1703
PP None 5273
TDP None 667
TUTU None 3277
KUKU None 1123
PKD None 469
PKU None 1426
PP None 5349
TDP None 661
TUTU None 3085
KUKU None 1250
PKD None 405
PKU None 1438
PP None 5380
TDP None 704
TUTU None 3108
KUKU None 1215
PKD None 486
PKU None 1448
PP None 5330
TDP None 663
TUTU None 3111
KUKU None 1298
PKD None 469
PKU None 1733
PP None 5456
TDP None 601
TUTU None 3125
KUKU None 1190
PKD None 465
PKU None 1537
PP None 5340
TDP None 696
TUTU None 3080
KUKU None 1278
PKD None 500
PKU None 1577
PP None 5360
TDP None 685
TUTU None 3035
KUKU None 1281
PKD None 452
PKU None 1586
PP None 5362
TDP None 675
TUTU None 3205
KUKU None 1355
PKD None 443
PKU None 1711
PP None 5366
TDP None 649
TUTU None 2997
KUKU None 1126
PKD None 479
PKU None 1623
PP None 5241
TDP None 645
TUTU None 3063
KUKU None 1153
PKD None 545
PKU None 1543
PP None 5317
TDP None 708
TUTU None 3062
KUKU None 1118
PKD None 475
PKU None 1529
PP None 5213
TDP None 662
TUTU None 3166
KUKU None 1388
PKD None 465
PKU None 1607
PP None 5225
TDP None 665
TUTU None 3145
KUKU None 1230
PKD None 504
PKU None 1631
PP None 5417
TDP None 659
TUTU None 3316
KUKU None 1201
PKD None 477
PKU None 1636
PP None 5373
TDP None 672
TUTU None 3175
KUKU None 1158
PKD None 472
PKU None 1645
PP None 5416
TDP None 697
TUTU None 3177
KUKU None 1222
PKD None 466
PKU None 1517
PP None 5492
TDP None 661
TUTU None 3151
KUKU None 1196
PKD None 492
PKU None 1575
PP None 5277
TDP None 603
TUTU None 3192
KUKU None 1180
PKD None 457
PKU None 1581
PP None 5399
TDP None 651
TUTU None 3165
KUKU None 1256
PKD None 470
PKU None 1466
PP None 5313
TDP None 706
TUTU None 3195
KUKU None 1243
PKD None 476
PKU None 1556
PP None 5207
TDP None 631
TUTU None 3099
KUKU None 1177
PKD None 565
PKU None 1591
PP None 5457
TDP None 593
TUTU None 3386
KUKU None 1215
PKD None 468
PKU None 1520
PP None 5470
TDP None 644
TUTU None 3246
KUKU None 1181
PKD None 509
PKU None 1600
PP None 5480
TDP None 622
TUTU None 3249
KUKU None 1214
PKD None 481
PKU None 1384
PP None 5299
TDP None 667
TUTU None 3095
KUKU None 1207
PKD None 471
PKU None 1542
PP None 5368
TDP None 662
TUTU None 3212
KUKU None 1174
PKD None 503
PKU None 1393
PP None 5172
TDP None 584
TUTU None 3245
KUKU None 1123
PKD None 469
PKU None 1598
PP None 5515
TDP None 626
TUTU None 3057
KUKU None 1266
PKD None 475
PKU None 1633
PP None 5322
TDP None 686
TUTU None 3192
KUKU None 1198
PKD None 504
PKU None 1482
PP None 5369
TDP None 625
TUTU None 3206
KUKU None 1317
PKD None 424
PKU None 1697
PP None 5507
TDP None 678
TUTU None 3022
KUKU None 1219
PKD None 500
PKU None 1667
PP None 5338
TDP None 651
TUTU None 3043
KUKU None 1282
PKD None 551
PKU None 1584
PP None 5328
TDP None 661
TUTU None 3064
KUKU None 1192
PKD None 455
PKU None 1442
PP None 5382
TDP None 588
TUTU None 3002
KUKU None 1172
PKD None 509
PKU None 1470
PP None 5095
TDP None 657
TUTU None 3168
KUKU None 1176
PKD None 493
PKU None 1595
PP None 5370
TDP None 666
TUTU None 3262
KUKU None 1169
PKD None 483
PKU None 1626
PP None 5399
TDP None 675
TUTU None 3041
KUKU None 1176
PKD None 473
PKU None 1594
PP None 5474
TDP None 651
TUTU None 3088
KUKU None 1229
PKD None 457
PKU None 1563
PP None 5415
TDP None 656
TUTU None 3120
KUKU None 1180
PKD None 458
PKU None 1427
PP None 5247
TDP None 668
TUTU None 3143
KUKU None 1250
PKD None 458
PKU None 1635
PP None 5513
TDP None 715
TUTU None 3285
KUKU None 1219
PKD None 425
PKU None 1470
PP None 5394
TDP None 642
TUTU None 3166
KUKU None 1174
PKD None 449
PKU None 1589
PP None 5473
TDP None 681
TUTU None 3092
KUKU None 1175
PKD None 442
PKU None 1472
PP None 5245
TDP None 708
TUTU None 3189
KUKU None 1267
PKD None 476
PKU None 1572
PP None 5398
TDP None 621
TUTU None 3309
KUKU None 1198
PKD None 468
PKU None 1469
PP None 5324
TDP None 624
TUTU None 3276
KUKU None 1248
PKD None 465
PKU None 1569
PP None 5358
TDP None 668
TUTU None 3163
KUKU None 1173
PKD None 482
PKU None 1607
PP None 5477
TDP None 653
TUTU None 2924
KUKU None 1166
PKD None 493
PKU None 1557
PP None 5335
TDP None 683
TUTU None 3249
KUKU None 1252
PKD None 510
PKU None 1595
PP None 5418
TDP None 671
TUTU None 2945
KUKU None 1223
PKD None 492
PKU None 1543
PP None 5523
TDP None 661
TUTU None 3091
KUKU None 1221
PKD None 477
PKU None 1635
PP None 5430
TDP None 686
TUTU None 3270
KUKU None 1286
PKD None 472
PKU None 1725
PP None 5234
TDP None 592
TUTU None 3052
KUKU None 1196
PKD None 500
PKU None 1549
PP None 5408
TDP None 654
TUTU None 3274
KUKU None 1169
PKD None 404
PKU None 1450
PP None 5349
TDP None 635
TUTU None 3127
KUKU None 1221
PKD None 499
PKU None 1487
PP None 5350
TDP None 642
TUTU None 3434
KUKU None 1277
PKD None 496
PKU None 1671
PP None 5370
TDP None 619
TUTU None 3133
KUKU None 1226
PKD None 500
PKU None 1600
PP None 5275
TDP None 696
TUTU None 3194
KUKU None 1276
PKD None 407
PKU None 1527
PP None 4997
TDP None 595
TUTU None 3096
KUKU None 1239
PKD None 437
PKU None 1552
PP None 5223
TDP None 688
TUTU None 2948
KUKU None 1303
PKD None 490
PKU None 1608
PP None 5300
TDP None 689
TUTU None 3312
KUKU None 1360
PKD None 489
PKU None 1742
PP None 5502
TDP None 653
TUTU None 3166
KUKU None 1172
PKD None 509
PKU None 1432
PP None 5521
TDP None 709
TUTU None 3207
KUKU None 1142
PKD None 425
PKU None 1522
PP None 5365
TDP None 652
TUTU None 3050
KUKU None 1281
PKD None 425
PKU None 1628
PP None 5192
TDP None 660
TUTU None 2962
KUKU None 1218
PKD None 487
PKU None 1630
PP None 5467
TDP None 709
TUTU None 3263
KUKU None 1098
PKD None 459
PKU None 1487
PP None 5355
TDP None 623
TUTU None 3127
KUKU None 1201
PKD None 510
PKU None 1400
PP None 5109
TDP None 668
TUTU None 2994
KUKU None 1258
PKD None 502
PKU None 1559
PP None 5360
TDP None 742
TUTU None 3035
KUKU None 1292
PKD None 433
PKU None 1654
PP None 5332
TDP None 630
TUTU None 3155
KUKU None 1163
PKD None 495
PKU None 1476
PP None 5468
TDP None 712
TUTU None 3095
KUKU None 1164
PKD None 481
PKU None 1479
PP None 5209
TDP None 630
TUTU None 2977
KUKU None 1161
PKD None 498
PKU None 1509
PP None 5335
TDP None 699
TUTU None 3238
KUKU None 1320
PKD None 467
PKU None 1686
PP None 5356
TDP None 714
TUTU None 3159
KUKU None 1311
PKD None 464
PKU None 1628
PP None 5227
TDP None 599
TUTU None 3132
KUKU None 1242
PKD None 482
PKU None 1502
PP None 5214
TDP None 684
TUTU None 3189
KUKU None 1213
PKD None 451
PKU None 1501
PP None 5337
TDP None 654
TUTU None 2957
KUKU None 1177
PKD None 490
PKU None 1402
PP None 5261
TDP None 676
TUTU None 3262
KUKU None 1319
PKD None 491
PKU None 1656
PP None 5443
TDP None 638
TUTU None 3401
KUKU None 1225
PKD None 475
PKU None 1621
PP None 5390
TDP None 677
TUTU None 3018
KUKU None 1249
PKD None 472
PKU None 1581
PP None 5491
TDP None 621
TUTU None 3049
KUKU None 1291
PKD None 449
PKU None 1578
PP None 5555
TDP None 660
TUTU None 3169
KUKU None 1128
PKD None 452
PKU None 1479
PP None 5123
TDP None 584
TUTU None 3035
KUKU None 1238
PKD None 474
PKU None 1607
PP None 5539
TDP None 683
TUTU None 3170
KUKU None 1253
PKD None 506
PKU None 1546
PP None 5380
TDP None 612
TUTU None 3101
KUKU None 1136
PKD None 489
PKU None 1555
PP None 5483
TDP None 678
TUTU None 2966
KUKU None 1254
PKD None 486
PKU None 1578
PP None 5269
TDP None 637
TUTU None 3006
KUKU None 1294
PKD None 477
PKU None 1618
PP None 5464
TDP None 633
TUTU None 3031
KUKU None 1153
PKD None 510
PKU None 1450
PP None 5340
TDP None 644
TUTU None 3209
KUKU None 1156
PKD None 516
PKU None 1474
PP None 5364
TDP None 664
TUTU None 3146
KUKU None 1232
PKD None 552
PKU None 1608
PP None 5394
TDP None 634
TUTU None 3082
KUKU None 1157
PKD None 521
PKU None 1639
PP None 5275
TDP None 672
TUTU None 3240
KUKU None 1276
PKD None 493
PKU None 1606
PP None 5335
TDP None 627
TUTU None 2868
KUKU None 1109
PKD None 477
PKU None 1450
PP None 5149
TDP None 692
TUTU None 3204
KUKU None 1219
PKD None 479
PKU None 1518
PP None 5115
TDP None 622
TUTU None 3094
KUKU None 1240
PKD None 499
PKU None 1605
PP None 5412
TDP None 647
TUTU None 3151
KUKU None 1271
PKD None 474
PKU None 1574
PP None 5434
TDP None 670
TUTU None 3124
KUKU None 1257
PKD None 511
PKU None 1473
PP None 5385
TDP None 602
TUTU None 3162
KUKU None 1184
PKD None 460
PKU None 1505
PP None 5282
TDP None 587
TUTU None 3069
KUKU None 1253
PKD None 519
PKU None 1451
PP None 5215
TDP None 621
TUTU None 2936
KUKU None 1109
PKD None 457
PKU None 1418
PP None 5376
TDP None 621
TUTU None 3262
KUKU None 1179
PKD None 478
PKU None 1462
PP None 5143
TDP None 587
TUTU None 3068
KUKU None 1082
PKD None 486
PKU None 1413
PP None 4948
TDP None 641
TUTU None 3237
KUKU None 1259
PKD None 459
PKU None 1532
PP None 5149
TDP None 648
TUTU None 3265
KUKU None 1231
PKD None 500
PKU None 1498
PP None 5369
TDP None 701
TUTU None 3156
KUKU None 1217
PKD None 464
PKU None 1467
PP None 5340
TDP None 654
TUTU None 3223
KUKU None 1110
PKD None 476
PKU None 1564
PP None 5491
TDP None 703
TUTU None 3381
KUKU None 1197
PKD None 499
PKU None 1614
PP None 5526
TDP None 676
TUTU None 3213
KUKU None 1172
PKD None 442
PKU None 1530
PP None 5161
TDP None 693
TUTU None 3011
KUKU None 1253
PKD None 511
PKU None 1464
PP None 5236
TDP None 645
TUTU None 2990
KUKU None 1242
PKD None 516
PKU None 1528
PP None 5312
TDP None 580
TUTU None 3323
KUKU None 1263
PKD None 486
PKU None 1514
PP None 5313
TDP None 599
TUTU None 3309
KUKU None 1222
PKD None 455
PKU None 1640
PP None 5276
TDP None 614
TUTU None 3264
KUKU None 1135
PKD None 486
PKU None 1410
PP None 5059
TDP None 671
TUTU None 3099
KUKU None 1113
PKD None 484
PKU None 1495
PP None 5369
TDP None 642
TUTU None 2923
KUKU None 1203
PKD None 487
PKU None 1562
PP None 5370
TDP None 626
TUTU None 3151
KUKU None 1247
PKD None 498
PKU None 1510
PP None 5142
TDP None 622
TUTU None 3207
KUKU None 1222
PKD None 472
PKU None 1485
PP None 5271
TDP None 660
TUTU None 2894
KUKU None 1172
PKD None 542
PKU None 1598
PP None 5385
TDP None 614
TUTU None 3210
KUKU None 1289
PKD None 452
PKU None 1546
PP None 5610
TDP None 676
TUTU None 3222
KUKU None 1134
PKD None 450
PKU None 1568
PP None 5321
TDP None 633
TUTU None 3129
KUKU None 1266
PKD None 482
PKU None 1634
PP None 5303
TDP None 729
TUTU None 3063
KUKU None 1228
PKD None 483
PKU None 1595
PP None 5390
TDP None 611
TUTU None 2979
KUKU None 1280
PKD None 471
PKU None 1649
PP None 5112
TDP None 640
TUTU None 3100
KUKU None 1087
PKD None 443
PKU None 1480
PP None 5318
TDP None 687
TUTU None 3206
KUKU None 1152
PKD None 469
PKU None 1538
PP None 5520
TDP None 681
TUTU None 3053
KUKU None 1090
PKD None 502
PKU None 1598
PP None 5540
TDP None 613
TUTU None 3052
KUKU None 1222
PKD None 463
PKU None 1612
PP None 5400
TDP None 686
TUTU None 2985
KUKU None 1184
PKD None 509
PKU None 1542
PP None 5311
TDP None 597
TUTU None 3117
KUKU None 1083
PKD None 507
PKU None 1389
PP None 5473
TDP None 612
TUTU None 3224
KUKU None 1293
PKD None 434
PKU None 1482
PP None 5475
TDP None 620
TUTU None 3152
KUKU None 1201
PKD None 501
PKU None 1470
PP None 5253
TDP None 594
TUTU None 2988
KUKU None 1248
PKD None 533
PKU None 1607
PP None 5071
TDP None 649
TUTU None 3346
KUKU None 1294
PKD None 447
PKU None 1549
PP None 5457
TDP None 690
TUTU None 3197
KUKU None 1252
PKD None 480
PKU None 1559
PP None 5280
TDP None 675
TUTU None 3170
KUKU None 1144
PKD None 496
PKU None 1536
PP None 5329
TDP None 705
TUTU None 3100
KUKU None 1112
PKD None 461
PKU None 1527
PP None 5171
TDP None 655
TUTU None 3293
KUKU None 1234
PKD None 475
PKU None 1521
PP None 5186
TDP None 652
TUTU None 3179
KUKU None 1136
PKD None 484
PKU None 1414
PP None 5272
TDP None 655
TUTU None 3274
KUKU None 1290
PKD None 504
PKU None 1461
PP None 5307
TDP None 691
TUTU None 3208
KUKU None 1137
PKD None 534
PKU None 1455
PP None 5256
TDP None 634
TUTU None 3057
KUKU None 1261
PKD None 496
PKU None 1626
PP None 5356
TDP None 664
TUTU None 3172
KUKU None 1264
PKD None 504
PKU None 1529
PP None 5267
TDP None 660
TUTU None 2958
KUKU None 1179
PKD None 490
PKU None 1621
PP None 5312
TDP None 681
TUTU None 3206
KUKU None 1303
PKD None 476
PKU None 1585
PP None 5238
TDP None 683
TUTU None 3052
KUKU None 1274
PKD None 493
PKU None 1400
PP None 5317
TDP None 685
TUTU None 3126
KUKU None 1180
PKD None 487
PKU None 1560
PP None 5128
TDP None 705
TUTU None 3358
KUKU None 1389
PKD None 472
PKU None 1643
PP None 5088
TDP None 578
TUTU None 3247
KUKU None 1411
PKD None 477
PKU None 1729
PP None 5345
TDP None 656
TUTU None 3182
KUKU None 1273
PKD None 555
PKU None 1508
PP None 5168
TDP None 622
TUTU None 3155
KUKU None 1115
PKD None 557
PKU None 1482
PP None 5341
TDP None 635
TUTU None 3170
KUKU None 1343
PKD None 501
PKU None 1495
PP None 5083
TDP None 596
TUTU None 3079
KUKU None 1110
PKD None 520
PKU None 1335
PP None 5262
TDP None 703
TUTU None 3332
KUKU None 1330
PKD None 464
PKU None 1680
PP None 5361
TDP None 603
TUTU None 3121
KUKU None 1198
PKD None 507
PKU None 1584
PP None 5316
TDP None 643
TUTU None 3227
KUKU None 1172
PKD None 446
PKU None 1483
PP None 5392
TDP None 707
TUTU None 3080
KUKU None 1223
PKD None 476
PKU None 1639
PP None 5439
TDP None 680
TUTU None 3184
KUKU None 1203
PKD None 475
PKU None 1522
PP None 5506
TDP None 713
TUTU None 3000
KUKU None 1231
PKD None 478
PKU None 1568
PP None 5087
TDP None 680
TUTU None 3069
KUKU None 1247
PKD None 249
PKU None 1453
PP None 5193
TDP None 638
TUTU None 3269
KUKU None 1227
PKD None 468
PKU None 1529
PP None 5391
TDP None 648
TUTU None 3097
KUKU None 1127
PKD None 464
PKU None 1441
PP None 5275
TDP None 675
TUTU None 3231
KUKU None 1195
PKD None 447
PKU None 1548
PP None 5387
TDP None 688
TUTU None 3251
KUKU None 1117
PKD None 460
PKU None 1461
PP None 5179
TDP None 574
TUTU None 3279
KUKU None 1277
PKD None 465
PKU None 1666
PP None 5308
TDP None 635
TUTU None 3139
KUKU None 1129
PKD None 511
PKU None 1450
PP None 5306
TDP None 678
TUTU None 3011
KUKU None 1105
PKD None 496
PKU None 1454
PP None 5312
TDP None 711
TUTU None 3270
KUKU None 1358
PKD None 462
PKU None 1612
PP None 5374
TDP None 741
TUTU None 2922
KUKU None 1224
PKD None 411
PKU None 1417
PP None 5418
TDP None 597
TUTU None 3101
KUKU None 1273
PKD None 540
PKU None 1618
PP None 5373
TDP None 678
TUTU None 3258
KUKU None 1247
PKD None 486
PKU None 1749
PP None 5578
TDP None 619
TUTU None 2912
KUKU None 1180
PKD None 460
PKU None 1552
PP None 5218
TDP None 610
TUTU None 3130
KUKU None 1211
PKD None 404
PKU None 1464
PP None 5176
TDP None 671
TUTU None 3161
KUKU None 1190
PKD None 488
PKU None 1562
PP None 5471
TDP None 687
TUTU None 3410
KUKU None 1282
PKD None 500
PKU None 1729
PP None 5391
TDP None 670
TUTU None 3192
KUKU None 1080
PKD None 427
PKU None 1420
PP None 5075
TDP None 616
TUTU None 3128
KUKU None 1167
PKD None 453
PKU None 1529
PP None 5315
TDP None 707
TUTU None 3111
KUKU None 1337
PKD None 478
PKU None 1628
PP None 5344
TDP None 705
TUTU None 3086
KUKU None 1219
PKD None 488
PKU None 1498
PP None 5363
TDP None 627
TUTU None 3098
KUKU None 1329
PKD None 492
PKU None 1652
PP None 5426
TDP None 660
TUTU None 3100
KUKU None 1283
PKD None 510
PKU None 1672
PP None 5443
TDP None 651
TUTU None 3197
KUKU None 1119
PKD None 470
PKU None 1534
PP None 4900
TDP None 673
TUTU None 3214
KUKU None 1177
PKD None 511
PKU None 1559
PP None 5401
TDP None 711
TUTU None 3119
KUKU None 1216
PKD None 475
PKU None 1560
PP None 5250
TDP None 621
TUTU None 3204
KUKU None 1202
PKD None 500
PKU None 1529
PP None 5349
TDP None 595
TUTU None 3045
KUKU None 1159
PKD None 490
PKU None 1575
PP None 5325
TDP None 647
TUTU None 3197
KUKU None 1280
PKD None 485
PKU None 1757
PP None 5567
TDP None 683
TUTU None 3200
KUKU None 1236
PKD None 493
PKU None 1621
PP None 5281
TDP None 687
TUTU None 3115
KUKU None 1161
PKD None 497
PKU None 1600
PP None 5482
TDP None 634
TUTU None 3392
KUKU None 1265
PKD None 505
PKU None 1587
PP None 5197
TDP None 671
TUTU None 3099
KUKU None 1309
PKD None 468
PKU None 1712
PP None 5359
TDP None 653
TUTU None 2986
KUKU None 1278
PKD None 472
PKU None 1541
PP None 5297
TDP None 703
TUTU None 3242
KUKU None 1173
PKD None 537
PKU None 1509
PP None 5546
TDP None 675
TUTU None 3081
KUKU None 1200
PKD None 459
PKU None 1574
PP None 5291
TDP None 621
TUTU None 3301
KUKU None 1185
PKD None 453
PKU None 1600
PP None 5347
TDP None 671
TUTU None 2981
KUKU None 1351
PKD None 429
PKU None 1706
PP None 5568
TDP None 623
TUTU None 3308
KUKU None 1191
PKD None 509
PKU None 1579
PP None 5224
TDP None 673
TUTU None 3080
KUKU None 1209
PKD None 497
PKU None 1597
PP None 5488
TDP None 677
TUTU None 3217
KUKU None 1286
PKD None 471
PKU None 1595
PP None 5466
TDP None 629
TUTU None 2882
KUKU None 1189
PKD None 482
PKU None 1499
PP None 5289
TDP None 692
TUTU None 3240
KUKU None 1179
PKD None 443
PKU None 1624
PP None 5387
TDP None 645
TUTU None 3157
KUKU None 1262
PKD None 461
PKU None 1554
PP None 5172
TDP None 625
TUTU None 3093
KUKU None 1182
PKD None 494
PKU None 1573
PP None 5195
TDP None 680
TUTU None 3090
KUKU None 1197
PKD None 514
PKU None 1515
PP None 5405
TDP None 669
TUTU None 3130
KUKU None 1319
PKD None 241
PKU None 1534
PP None 5379
TDP None 739
TUTU None 3247
KUKU None 1189
PKD None 429
PKU None 1499
PP None 5359
TDP None 626
TUTU None 3089
KUKU None 1255
PKD None 504
PKU None 1606
PP None 5545
TDP None 634
TUTU None 2922
KUKU None 1201
PKD None 443
PKU None 1613
PP None 5377
TDP None 627
TUTU None 3187
KUKU None 1156
PKD None 465
PKU None 1553
PP None 5325
TDP None 666
TUTU None 3146
KUKU None 1214
PKD None 474
PKU None 1490
PP None 5134
TDP None 642
TUTU None 3344
KUKU None 1193
PKD None 515
PKU None 1536
PP None 5306
TDP None 621
TUTU None 3191
KUKU None 1246
PKD None 500
PKU None 1519
PP None 5248
TDP None 608
TUTU None 3013
KUKU None 1169
PKD None 422
PKU None 1497
PP None 5355
TDP None 660
TUTU None 3111
KUKU None 1205
PKD None 495
PKU None 1622
PP None 5352
TDP None 613
TUTU None 3260
KUKU None 1177
PKD None 506
PKU None 1555
PP None 5494
TDP None 649
TUTU None 3104
KUKU None 1187
PKD None 507
PKU None 1471
PP None 5350
TDP None 613
TUTU None 3079
KUKU None 1264
PKD None 488
PKU None 1583
PP None 5471
TDP None 670
TUTU None 3189
KUKU None 1190
PKD None 510
PKU None 1368
PP None 5308
TDP None 685
TUTU None 3192
KUKU None 1155
PKD None 502
PKU None 1614
PP None 5414
TDP None 636
TUTU None 3137
KUKU None 1194
PKD None 467
PKU None 1654
PP None 5360
TDP None 669
TUTU None 3050
KUKU None 1160
PKD None 529
PKU None 1443
PP None 5417
TDP None 641
